gene_symbol,present_in_gse163634
AC080013.1,False
AC080013.4,False
AC080013.5,False
AC080013.6,False
AC080023.1,False
AC080037.1,True
AC080038.1,False
AC080038.2,False
AC080075.1,False
AC080078.1,False
AC080078.2,False
AC080112.1,False
AC080129.1,False
AC080129.2,False
AC080162.1,False
AC080188.1,False
AC082651.1,False
AC082651.3,False
AC082651.4,False
AC083798.2,False
AC083801.2,False
AC083805.1,False
AC083805.2,False
AC083805.3,False
AC083806.2,False
AC083806.3,False
AC083809.1,False
AC083829.2,False
AC083836.1,False
AC083837.1,False
AC083841.1,False
AC083841.2,False
AC083843.1,True
AC083843.2,True
AC083843.3,True
AC083862.2,False
AC083864.1,False
AC083880.1,False
AC083906.3,False
AC083949.1,True
AC083964.1,False
AC083967.1,False
AC083973.1,False
AC084018.1,False
AC084018.2,False
AC084024.1,False
AC084024.3,False
AC084026.1,False
AC084026.2,False
AC084030.1,False
AC084032.1,False
AC084033.3,False
AC084035.1,False
AC084036.1,False
AC084048.1,False
AC084064.1,False
AC084082.1,False
AC084083.1,False
AC084116.1,False
AC084116.3,False
AC084125.1,True
AC084125.3,True
AC084125.4,True
AC084149.2,True
AC084200.1,False
AC084291.1,False
AC084337.2,False
AC084346.1,False
AC084346.2,False
AC084357.2,False
AC084398.2,False
AC084756.1,False
AC084757.2,False
AC084757.3,False
AC084757.4,False
AC084759.2,False
AC084782.1,False
AC084782.2,False
AC084782.3,False
AC084809.1,False
AC084809.2,True
AC084816.1,False
AC084819.1,False
AC084824.5,False
AC084855.1,False
AC084855.2,False
AC084859.1,True
AC084871.2,False
AC084876.1,False
AC084879.2,False
AC087045.2,False
AC087071.1,False
AC087071.2,False
AC087164.1,False
AC087190.1,False
AC087190.2,False
AC087203.3,False
AC087222.1,False
AC087235.1,False
AC087239.1,True
AC087241.1,False
AC087241.3,False
AC087242.1,False
AC087257.1,False
AC087258.1,False
AC087269.1,False
AC087273.2,False
AC087276.2,False
AC087276.3,False
AC087280.2,False
AC087286.1,False
AC087286.2,False
AC087286.3,False
AC087289.1,False
AC087289.2,False
AC087289.3,False
AC087289.4,False
AC087289.5,False
AC087292.1,False
AC087294.1,False
AC087318.1,False
AC087354.1,False
AC087362.1,False
AC087362.2,False
AC087386.1,False
AC087392.1,False
AC087392.2,False
AC087392.3,False
AC087392.4,False
AC087392.5,False
AC087393.2,False
AC087430.1,True
AC087439.1,False
AC087442.1,False
AC087457.1,False
AC087473.1,False
AC087477.2,False
AC087482.1,False
AC087491.1,False
AC087498.1,False
AC087500.1,False
AC087500.2,False
AC087501.1,True
AC087501.2,False
AC087501.3,False
AC087516.2,False
AC087521.1,False
AC087521.2,False
AC087521.4,False
AC087564.1,False
AC087565.1,False
AC087612.1,False
AC087620.1,False
AC087623.1,False
AC087623.2,False
AC087623.3,False
AC087623.4,False
AC087627.1,False
AC087632.1,False
AC087645.2,False
AC087645.4,False
AC087664.2,False
AC087667.1,False
AC087672.1,False
AC087672.2,False
AC087741.1,False
AC087741.2,False
AC087742.1,False
AC087749.1,False
AC087749.2,False
AC087752.4,False
AC087761.1,False
AC087762.1,False
AC087783.1,False
AC087855.2,False
AC087857.1,False
AC087878.1,False
AC087894.2,False
AC087897.2,False
AC089983.1,False
AC089984.1,False
AC089998.1,False
AC089998.4,False
AC089999.1,False
AC090001.1,False
AC090004.1,False
AC090023.1,False
AC090049.1,False
AC090061.1,False
AC090092.1,False
AC090099.4,False
AC090114.2,False
AC090115.1,False
AC090124.1,False
AC090125.1,False
AC090136.3,False
AC090152.1,False
AC090159.1,False
AC090164.3,False
AC090181.1,False
AC090186.1,True
AC090192.2,False
AC090193.1,False
AC090198.1,False
AC090204.1,False
AC090229.1,False
AC090236.1,False
AC090241.3,False
AC090260.1,False
AC090282.1,False
AC090286.1,False
AC090337.1,False
AC090340.1,False
AC090358.1,False
AC090360.1,False
AC090377.1,False
AC090398.1,False
AC090403.1,False
AC090409.1,False
AC090409.2,False
AC090425.1,False
AC090425.2,False
AC090502.1,False
AC090510.1,False
AC090510.2,False
AC090510.3,False
AC090515.2,False
AC090515.4,False
AC090517.4,False
AC090518.1,False
AC090519.2,True
AC090527.1,False
AC090527.2,False
AC090527.3,False
AC090531.1,False
AC090541.1,False
AC090559.1,True
AC090568.2,False
AC090572.2,False
AC090572.3,False
AC090578.1,False
AC090579.1,False
AC090587.1,False
AC090589.2,False
AC090607.1,False
AC090607.3,False
AC090607.5,False
AC090617.2,False
AC090617.3,False
AC090617.4,False
AC090617.5,False
AC090621.1,False
AC090625.2,False
AC090627.1,True
AC090630.1,False
AC090651.1,False
AC090673.1,True
AC090673.2,True
AC090680.1,False
AC090739.1,False
AC090771.2,False
AC090772.1,False
AC090772.2,False
AC090772.3,False
AC090774.3,False
AC090796.1,False
AC090825.1,False
AC090826.1,False
AC090826.2,False
AC090833.1,False
AC090844.2,False
AC090844.3,False
AC090877.2,False
AC090907.1,False
AC090907.2,False
AC090912.1,False
AC090912.2,False
AC090921.1,False
AC090922.1,False
AC090948.1,False
AC090948.2,False
AC090948.3,False
AC090952.1,False
AC090952.2,False
AC090970.2,False
AC090971.1,False
AC090971.2,False
AC090987.1,False
AC091013.1,False
AC091045.1,False
AC091047.1,False
AC091053.1,False
AC091053.2,False
AC091057.2,False
AC091057.3,False
AC091057.4,False
AC091057.6,False
AC091059.1,False
AC091078.1,False
AC091100.1,False
AC091114.1,False
AC091117.1,False
AC091117.2,False
AC091132.1,True
AC091132.2,True
AC091132.5,False
AC091133.1,True
AC091138.1,False
AC091152.2,False
AC091153.2,False
AC091153.3,False
AC091153.4,True
AC091163.1,False
AC091167.2,False
AC091167.5,False
AC091167.6,False
AC091167.7,False
AC091170.1,False
AC091173.1,False
AC091180.2,False
AC091180.3,False
AC091180.4,False
AC091180.5,False
AC091185.1,False
AC091198.1,False
AC091212.1,False
AC091271.1,False
AC091488.1,False
AC091493.1,True
AC091534.1,False
AC091544.5,False
AC091551.1,False
AC091563.1,False
AC091564.2,False
AC091564.4,False
AC091564.5,False
AC091564.6,False
AC091588.1,False
AC091588.2,False
AC091614.1,False
AC091685.1,False
AC091729.1,False
AC091729.2,False
AC091729.3,False
AC091730.1,False
AC091736.1,True
AC091806.1,False
AC091808.1,False
AC091814.1,False
AC091826.2,False
AC091849.2,False
AC091885.2,False
AC091891.1,False
AC091891.2,False
AC091917.2,False
AC091917.3,False
AC091946.1,False
AC091946.2,False
AC091948.1,True
AC091951.4,False
AC091959.3,False
AC091962.1,False
AC091965.1,False
AC091965.4,False
AC091979.1,False
AC091979.2,False
AC091982.1,False
AC091982.3,False
AC091987.1,False
AC092040.1,False
AC092042.1,False
AC092053.2,False
AC092053.3,False
AC092067.1,False
AC092068.1,False
AC092069.1,True
AC092070.3,False
AC092070.4,False
AC092078.1,False
AC092078.2,False
AC092100.1,False
AC092111.1,True
AC092111.2,False
AC092112.1,False
AC092115.2,False
AC092115.3,False
AC092117.1,True
AC092118.1,True
AC092118.2,False
AC092119.2,False
AC092119.3,False
AC092123.1,False
AC092127.1,False
AC092127.2,False
AC092132.1,False
AC092134.1,False
AC092140.1,False
AC092140.2,False
AC092142.1,False
AC092142.2,False
AC092143.2,False
AC092145.1,False
AC092155.1,True
AC092159.1,False
AC092159.2,True
AC092162.2,True
AC092164.1,False
AC092167.1,False
AC092171.1,False
AC092171.2,False
AC092171.3,False
AC092171.4,True
AC092171.5,False
AC092192.1,True
AC092198.1,True
AC092279.1,False
AC092287.1,True
AC092295.1,False
AC092295.2,False
AC092296.1,True
AC092296.3,False
AC092301.1,False
AC092306.1,False
AC092316.1,True
AC092326.1,False
AC092327.2,False
AC092329.1,True
AC092329.3,False
AC092336.1,False
AC092337.1,False
AC092338.1,False
AC092338.2,False
AC092343.1,False
AC092354.1,False
AC092354.2,False
AC092364.1,True
AC092368.3,False
AC092375.2,False
AC092376.1,False
AC092376.2,False
AC092378.1,False
AC092378.2,False
AC092384.1,True
AC092384.2,False
AC092431.1,False
AC092435.1,False
AC092436.2,False
AC092436.4,False
AC092440.1,False
AC092447.5,False
AC092484.1,True
AC092490.1,False
AC092490.2,False
AC092535.1,False
AC092535.3,True
AC092535.4,False
AC092542.1,False
AC092546.1,False
AC092567.1,False
AC092574.1,True
AC092574.2,True
AC092580.2,True
AC092587.1,False
AC092608.1,False
AC092611.1,False
AC092611.2,False
AC092614.1,False
AC092620.1,False
AC092620.3,True
AC092634.3,False
AC092634.5,False
AC092647.5,False
AC092650.1,False
AC092652.1,True
AC092652.2,False
AC092653.1,False
AC092666.1,False
AC092667.1,False
AC092681.2,False
AC092681.3,False
AC092683.1,False
AC092683.2,False
AC092687.2,False
AC092687.3,True
AC092691.1,False
AC092718.1,False
AC092718.2,False
AC092718.3,False
AC092718.5,False
AC092718.6,False
AC092718.8,False
AC092720.1,False
AC092723.1,False
AC092723.3,False
AC092723.4,False
AC092723.5,False
AC092745.1,True
AC092746.1,False
AC092747.1,False
AC092747.4,False
AC092755.2,False
AC092757.3,False
AC092794.1,False
AC092794.2,False
AC092800.1,False
AC092801.1,False
AC092802.1,False
AC092802.2,False
AC092803.2,False
AC092807.1,False
AC092807.2,False
AC092807.3,False
AC092809.4,False
AC092811.2,False
AC092813.1,False
AC092813.2,False
AC092834.1,False
AC092835.1,False
AC092839.1,False
AC092839.2,False
AC092849.1,True
AC092849.2,False
AC092894.1,False
AC092902.3,False
AC092903.2,False
AC092910.3,False
AC092919.1,False
AC092920.1,False
AC092924.1,False
AC092941.1,False
AC092941.2,False
AC092953.2,False
AC092954.1,False
AC092954.2,False
AC092958.1,True
AC092979.1,False
AC093001.1,False
AC093010.2,False
AC093019.2,False
AC093072.1,False
AC093083.1,False
AC093110.1,False
AC093117.1,False
AC093151.2,False
AC093151.3,False
AC093152.1,False
AC093155.3,False
AC093157.1,True
AC093157.2,False
AC093158.1,False
AC093159.1,True
AC093206.1,False
AC093227.1,False
AC093227.2,False
AC093249.2,False
AC093249.6,False
AC093274.1,False
AC093277.1,False
AC093281.1,False
AC093281.2,False
AC093297.2,False
AC093323.1,True
AC093326.1,True
AC093330.1,False
AC093331.2,False
AC093382.1,True
AC093388.1,False
AC093390.1,True
AC093390.2,False
AC093422.2,False
AC093423.3,False
AC093424.1,False
AC093426.1,False
AC093458.1,False
AC093459.1,False
AC093462.1,False
AC093484.2,False
AC093484.3,False
AC093484.4,False
AC093495.1,False
AC093496.1,False
AC093503.2,False
AC093512.1,False
AC093512.2,False
AC093515.1,True
AC093525.1,False
AC093525.2,False
AC093525.3,False
AC093525.4,False
AC093525.6,False
AC093525.7,False
AC093534.2,False
AC093535.1,False
AC093536.2,False
AC093567.1,False
AC093585.1,False
AC093591.2,False
AC093599.1,False
AC093607.1,False
AC093620.1,False
AC093627.1,False
AC093627.3,False
AC093627.4,False
AC093627.5,False
AC093627.6,False
AC093627.7,True
AC093635.1,False
AC093642.1,False
AC093668.1,True
AC093668.2,True
AC093668.3,True
AC093673.1,False
AC093673.2,False
AC093677.2,False
AC093690.1,True
AC093702.1,True
AC093714.1,False
AC093726.2,False
AC093732.1,True
AC093732.2,False
AC093734.1,False
AC093752.2,False
AC093752.3,False
AC093766.1,True
AC093788.1,True
AC093797.1,False
AC093799.1,False
AC093802.1,True
AC093802.2,False
AC093817.1,True
AC093821.1,False
AC093827.4,False
AC093827.5,False
AC093833.1,False
AC093835.1,False
AC093849.1,False
AC093857.1,False
AC093895.1,False
AC093899.2,False
AC093901.1,True
AC093903.1,False
AC093904.1,False
AC093904.3,False
AC093904.4,False
AC094105.1,False
AC095030.1,True
AC095033.1,False
AC095050.1,False
AC095055.1,False
AC095056.1,False
AC095057.2,False
AC095060.1,False
AC095350.1,False
AC096536.1,False
AC096536.2,False
AC096536.3,False
AC096543.1,False
AC096543.2,False
AC096558.1,True
AC096558.2,False
AC096559.1,True
AC096564.1,False
AC096564.2,False
AC096576.3,False
AC096577.1,False
AC096582.3,False
AC096586.1,False
AC096586.2,False
AC096588.1,False
AC096631.1,False
AC096637.2,False
AC096639.1,False
AC096642.1,False
AC096649.1,True
AC096667.1,False
AC096677.1,False
AC096711.1,False
AC096711.2,False
AC096711.3,False
AC096732.1,False
AC096733.1,False
AC096733.2,False
AC096734.1,False
AC096734.2,False
AC096741.1,False
AC096746.1,False
AC096751.2,False
AC096759.1,False
AC096772.1,False
AC096887.1,True
AC096920.1,False
AC096992.2,False
AC097059.1,False
AC097065.2,False
AC097066.1,False
AC097103.1,False
AC097103.2,False
AC097173.2,False
AC097347.1,False
AC097358.2,False
AC097359.2,True
AC097359.3,False
AC097372.1,True
AC097375.1,False
AC097376.2,False
AC097381.1,True
AC097381.2,False
AC097382.2,False
AC097460.1,False
AC097461.1,False
AC097467.3,False
AC097468.2,False
AC097468.3,False
AC097478.1,False
AC097478.2,False
AC097478.3,False
AC097478.4,False
AC097487.1,False
AC097494.1,False
AC097504.2,False
AC097505.1,False
AC097512.1,False
AC097515.1,False
AC097518.1,False
AC097532.1,False
AC097532.2,True
AC097534.1,False
AC097534.2,False
AC097625.1,False
AC097634.1,False
AC097634.2,False
AC097634.3,False
AC097641.2,False
AC097652.1,False
AC097658.2,False
AC097662.1,False
AC097724.1,False
AC098479.1,False
AC098483.1,False
AC098484.1,False
AC098484.2,False
AC098484.3,False
AC098487.1,False
AC098582.1,False
AC098613.1,False
AC098614.4,False
AC098617.1,True
AC098650.1,True
AC098679.1,False
AC098798.1,False
AC098818.2,False
AC098820.2,True
AC098820.3,False
AC098828.2,True
AC098828.3,True
AC098829.1,False
AC098848.1,True
AC098850.1,False
AC098850.2,False
AC098850.3,False
AC098851.1,False
AC098859.2,False
AC098864.1,False
AC098868.1,False
AC098869.2,False
AC098872.1,False
AC098934.4,False
AC098936.1,False
AC099062.1,False
AC099063.1,False
AC099063.4,False
AC099066.2,False
AC099313.1,False
AC099314.1,False
AC099328.2,False
AC099329.1,False
AC099329.3,False
AC099342.1,True
AC099344.1,True
AC099344.2,True
AC099398.1,False
AC099487.1,False
AC099489.1,False
AC099489.3,False
AC099499.2,False
AC099508.1,False
AC099508.2,False
AC099509.1,False
AC099509.2,False
AC099518.1,False
AC099518.2,False
AC099518.3,False
AC099518.4,False
AC099518.5,False
AC099518.6,False
AC099521.1,False
AC099522.2,True
AC099524.1,False
AC099541.1,False
AC099550.1,False
AC099552.1,False
AC099552.2,True
AC099552.3,True
AC099554.1,False
AC099560.1,False
AC099566.1,False
AC099568.2,False
AC099669.1,True
AC099673.1,False
AC099676.1,False
AC099681.1,False
AC099681.2,False
AC099681.3,False
AC099684.1,True
AC099684.2,False
AC099687.1,False
AC099753.1,False
AC099778.1,True
AC099788.1,False
AC099791.2,False
AC099791.3,False
AC099792.1,False
AC099794.1,False
AC099795.1,False
AC099796.1,True
AC099811.2,False
AC099811.3,False
AC099811.4,False
AC099850.1,True
AC099850.3,False
AC100763.1,False
AC100768.2,False
AC100771.2,False
AC100773.1,False
AC100778.3,False
AC100786.1,False
AC100786.2,False
AC100788.1,False
AC100791.1,False
AC100791.2,True
AC100791.3,False
AC100793.2,False
AC100793.3,False
AC100793.4,False
AC100797.4,False
AC100800.1,False
AC100801.1,False
AC100802.1,False
AC100803.1,False
AC100803.3,False
AC100810.1,False
AC100810.3,False
AC100812.1,False
AC100814.1,False
AC100821.2,False
AC100827.4,False
AC100830.1,False
AC100830.2,False
AC100830.3,True
AC100835.1,False
AC100835.2,False
AC100839.1,False
AC100839.2,False
AC100847.1,False
AC100848.1,True
AC100849.1,False
AC100849.2,False
AC100858.3,False
AC100861.2,False
AC100868.1,False
AC100871.2,False
AC100872.1,False
AC102945.1,False
AC102953.1,False
AC102953.2,False
AC103409.1,False
AC103563.2,True
AC103563.7,True
AC103591.3,False
AC103681.1,False
AC103681.2,False
AC103691.1,False
AC103691.2,False
AC103702.2,False
AC103706.1,False
AC103718.1,False
AC103724.3,False
AC103724.4,False
AC103736.1,False
AC103739.1,False
AC103739.2,False
AC103740.1,True
AC103764.1,False
AC103770.1,False
AC103808.1,False
AC103808.3,False
AC103808.5,False
AC103808.6,False
AC103810.2,False
AC103810.5,False
AC103831.1,False
AC103843.1,False
AC103853.1,False
AC103858.2,False
AC103876.1,False
AC103923.1,False
AC103925.1,False
AC103949.1,False
AC103952.1,False
AC103957.1,False
AC103957.2,False
AC103974.1,True
AC103982.1,False
AC103987.2,False
AC103996.2,False
AC104024.1,True
AC104024.2,True
AC104031.1,False
AC104035.1,False
AC104036.1,False
AC104041.1,False
AC104051.2,False
AC104066.2,False
AC104071.1,False
AC104073.4,False
AC104076.1,False
AC104078.1,False
AC104088.1,True
AC104109.2,False
AC104109.3,False
AC104113.1,False
AC104116.1,False
AC104117.3,False
AC104117.5,False
AC104118.1,False
AC104123.1,False
AC104126.1,False
AC104129.1,False
AC104134.1,False
AC104135.1,False
AC104170.1,False
AC104170.2,False
AC104184.1,False
AC104187.1,False
AC104211.2,False
AC104232.1,False
AC104233.1,False
AC104237.1,False
AC104241.2,False
AC104248.1,False
AC104257.1,False
AC104316.1,False
AC104316.2,False
AC104333.4,False
AC104350.1,False
AC104365.1,False
AC104365.2,False
AC104365.3,False
AC104389.1,False
AC104389.4,False
AC104389.5,False
AC104411.1,False
AC104423.1,False
AC104435.2,False
AC104452.1,False
AC104454.2,False
AC104458.1,True
AC104461.1,False
AC104462.1,False
AC104462.2,False
AC104463.2,False
AC104472.3,False
AC104506.1,False
AC104521.1,False
AC104532.1,False
AC104532.2,False
AC104534.1,False
AC104561.1,False
AC104561.3,False
AC104564.1,False
AC104564.4,False
AC104581.2,False
AC104590.1,False
AC104596.1,False
AC104653.1,False
AC104653.2,False
AC104655.1,False
AC104662.1,False
AC104662.2,False
AC104667.1,False
AC104667.2,False
AC104695.1,False
AC104695.2,False
AC104695.3,True
AC104699.1,True
AC104758.2,False
AC104758.4,False
AC104758.5,False
AC104779.1,False
AC104785.1,False
AC104791.1,False
AC104794.2,False
AC104794.3,False
AC104794.4,True
AC104806.2,False
AC104809.1,False
AC104819.3,False
AC104823.1,False
AC104825.1,False
AC104827.1,False
AC104836.1,False
AC104938.1,False
AC104958.1,False
AC104958.2,False
AC104961.1,False
AC104964.1,False
AC104964.2,False
AC104964.4,False
AC104971.2,False
AC104971.3,False
AC104982.1,False
AC104984.1,False
AC104984.2,False
AC104984.3,False
AC104984.4,True
AC104984.6,False
AC104986.2,False
AC104996.1,True
AC105001.1,False
AC105020.1,True
AC105020.2,False
AC105020.3,False
AC105020.4,False
AC105020.5,False
AC105020.6,False
AC105052.3,False
AC105053.1,False
AC105094.2,False
AC105105.1,True
AC105118.1,False
AC105133.1,False
AC105180.1,False
AC105206.2,False
AC105219.2,False
AC105219.3,False
AC105219.4,False
AC105227.1,True
AC105254.1,False
AC105265.4,False
AC105271.1,False
AC105275.1,False
AC105277.1,False
AC105285.1,False
AC105339.3,False
AC105345.1,False
AC105345.2,False
AC105362.1,False
AC105383.1,False
AC105390.1,False
AC105393.2,True
AC105398.1,True
AC105402.3,True
AC105411.1,False
AC105415.1,False
AC105446.1,False
AC105760.1,False
AC105760.2,True
AC105914.2,False
AC105924.1,False
AC105935.1,False
AC105942.1,False
AC106028.4,False
AC106028.5,False
AC106037.2,False
AC106038.1,False
AC106047.1,False
AC106052.1,False
AC106053.1,True
AC106707.1,False
AC106712.1,False
AC106729.1,False
AC106736.1,True
AC106738.1,False
AC106738.2,False
AC106739.1,False
AC106739.2,False
AC106744.2,False
AC106745.1,False
AC106754.1,False
AC106771.1,True
AC106772.1,False
AC106774.10,False
AC106774.8,False
AC106779.1,False
AC106782.1,False
AC106782.2,False
AC106782.6,False
AC106786.2,False
AC106791.1,False
AC106791.2,False
AC106795.2,False
AC106795.3,False
AC106795.5,False
AC106798.1,False
AC106799.1,False
AC106799.2,False
AC106799.3,False
AC106801.1,True
AC106820.2,False
AC106820.3,False
AC106820.5,False
AC106821.1,False
AC106864.1,False
AC106869.1,False
AC106870.1,True
AC106871.1,False
AC106873.1,False
AC106874.1,True
AC106875.2,False
AC106881.1,False
AC106882.1,False
AC106886.3,False
AC106886.5,False
AC106892.1,False
AC106894.1,False
AC106895.2,False
AC106897.1,False
AC106900.1,False
AC106900.2,False
AC107021.1,False
AC107027.1,False
AC107029.2,False
AC107031.1,False
AC107032.2,False
AC107067.1,False
AC107068.1,True
AC107068.2,False
AC107072.2,True
AC107079.1,True
AC107081.2,False
AC107204.1,False
AC107208.1,False
AC107214.1,False
AC107214.2,False
AC107220.1,False
AC107241.1,False
AC107294.1,False
AC107294.2,False
AC107294.3,False
AC107373.1,False
AC107373.2,False
AC107375.1,False
AC107391.1,False
AC107398.2,False
AC107419.1,False
AC107463.1,False
AC107464.1,False
AC107464.2,False
AC107464.3,False
AC107871.1,True
AC107871.2,False
AC107884.1,False
AC107884.2,False
AC107886.1,False
AC107909.2,False
AC107926.1,False
AC107952.2,False
AC107953.2,False
AC107958.2,False
AC107958.3,False
AC107959.1,False
AC107959.2,False
AC107959.3,False
AC107959.4,False
AC107959.5,False
AC107973.1,False
AC107982.2,False
AC107982.3,False
AC108002.1,False
AC108002.2,False
AC108002.3,False
AC108047.1,False
AC108051.1,True
AC108058.1,False
AC108062.1,False
AC108063.1,False
AC108066.1,True
AC108067.1,False
AC108097.1,False
AC108099.1,False
AC108102.1,False
AC108125.1,False
AC108134.1,False
AC108134.2,False
AC108134.3,False
AC108136.1,False
AC108174.1,False
AC108206.1,False
AC108210.1,False
AC108449.1,False
AC108449.3,False
AC108451.1,False
AC108451.2,False
AC108463.2,True
AC108463.3,False
AC108471.2,False
AC108474.1,False
AC108477.1,False
AC108482.1,False
AC108488.1,False
AC108488.2,False
AC108516.1,False
AC108673.2,False
AC108673.3,False
AC108681.1,False
AC108693.2,False
AC108704.1,False
AC108718.1,False
AC108734.4,False
AC108751.4,False
AC108860.2,False
AC108863.1,False
AC108865.1,True
AC108865.2,False
AC108866.1,False
AC108868.1,True
AC108879.1,False
AC108935.1,False
AC109309.1,False
AC109322.1,False
AC109347.1,False
AC109347.2,False
AC109349.1,False
AC109361.1,False
AC109439.2,False
AC109446.3,False
AC109449.1,False
AC109454.2,False
AC109454.3,False
AC109460.1,False
AC109460.2,False
AC109460.4,False
AC109462.1,False
AC109462.2,False
AC109462.3,False
AC109464.1,False
AC109466.1,False
AC109471.1,False
AC109479.1,False
AC109492.1,False
AC109583.3,False
AC109587.1,False
AC109588.1,False
AC109597.1,False
AC109597.2,False
AC109630.1,False
AC109635.2,False
AC109779.1,False
AC109809.1,False
AC109811.1,False
AC109826.1,True
AC109927.1,False
AC109927.2,False
AC110011.1,False
AC110048.2,False
AC110058.1,False
AC110079.2,False
AC110275.1,False
AC110285.1,False
AC110285.2,False
AC110285.3,False
AC110285.4,False
AC110285.5,False
AC110285.6,False
AC110491.2,False
AC110491.3,False
AC110597.1,False
AC110597.3,False
AC110603.1,False
AC110609.1,False
AC110615.1,True
AC110716.2,False
AC110741.1,False
AC110760.2,False
AC110769.1,True
AC110769.2,False
AC110792.2,False
AC110792.3,False
AC110813.1,True
AC110995.1,False
AC111000.4,False
AC111006.1,False
AC111149.1,False
AC111149.2,False
AC111170.1,False
AC111182.1,False
AC111188.1,False
AC111194.1,True
AC112176.1,False
AC112178.1,False
AC112187.3,False
AC112196.1,False
AC112198.3,False
AC112206.2,False
AC112211.1,False
AC112219.1,True
AC112219.2,False
AC112220.2,True
AC112220.3,False
AC112220.4,False
AC112229.2,False
AC112229.3,False
AC112236.1,False
AC112236.2,False
AC112242.1,False
AC112250.2,False
AC112484.1,False
AC112484.3,False
AC112487.1,False
AC112491.1,False
AC112503.1,False
AC112503.2,False
AC112518.1,False
AC112693.1,True
AC112715.1,False
AC112719.2,False
AC112721.1,True
AC112721.2,True
AC112722.1,False
AC112907.1,False
AC112907.3,False
AC113133.1,False
AC113143.1,False
AC113145.1,False
AC113189.1,False
AC113189.3,False
AC113192.5,False
AC113194.1,False
AC113208.3,False
AC113331.1,False
AC113349.1,False
AC113349.2,False
AC113355.1,False
AC113361.1,False
AC113378.1,False
AC113382.1,False
AC113382.2,False
AC113383.1,False
AC113385.1,False
AC113386.1,False
AC113391.1,False
AC113404.1,False
AC113414.1,False
AC113418.1,False
AC113554.1,False
AC113615.1,False
AC114271.1,False
AC114284.1,False
AC114291.1,False
AC114316.2,False
AC114321.1,False
AC114341.1,False
AC114400.1,False
AC114401.1,False
AC114485.1,False
AC114488.1,False
AC114488.2,False
AC114488.3,False
AC114489.1,False
AC114490.2,False
AC114490.3,False
AC114501.3,False
AC114546.1,True
AC114546.2,False
AC114550.3,False
AC114684.1,False
AC114689.3,False
AC114730.1,False
AC114730.2,True
AC114730.3,True
AC114737.1,False
AC114752.1,True
AC114752.2,True
AC114760.2,False
AC114763.1,True
AC114763.2,False
AC114776.1,True
AC114781.2,False
AC114803.1,False
AC114810.1,False
AC114811.2,False
AC114912.1,False
AC114928.1,False
AC114939.1,False
AC114947.2,False
AC114954.1,False
AC114956.1,False
AC114956.2,False
AC115102.1,False
AC115220.1,False
AC115522.1,False
AC115618.1,True
AC115618.2,True
AC115676.1,False
AC115989.2,False
AC116003.1,False
AC116003.3,False
AC116021.1,False
AC116036.2,False
AC116049.2,False
AC116096.1,False
AC116158.1,False
AC116158.2,False
AC116312.1,False
AC116337.3,False
AC116348.1,False
AC116348.2,False
AC116348.3,False
AC116351.1,True
AC116351.2,True
AC116366.1,False
AC116366.2,False
AC116366.3,False
AC116407.1,True
AC116407.2,True
AC116424.1,False
AC116447.1,False
AC116535.1,False
AC116552.1,False
AC116563.1,False
AC116565.1,False
AC116565.2,False
AC116609.1,True
AC116609.3,True
AC116614.1,True
AC116651.1,False
AC116667.1,False
AC116667.2,False
AC116903.1,False
AC116903.2,False
AC116913.1,False
AC116914.1,False
AC116914.2,False
AC117377.1,False
AC117382.2,False
AC117383.1,False
AC117386.2,False
AC117394.2,False
AC117395.1,True
AC117402.1,False
AC117465.1,False
AC117490.2,True
AC117498.1,False
AC117498.2,False
AC117500.1,False
AC117500.2,False
AC117500.3,False
AC117503.1,False
AC117505.1,False
AC117513.1,False
AC117834.1,True
AC117944.1,False
AC118549.1,False
AC118553.1,False
AC118553.2,False
AC118555.1,False
AC118658.1,False
AC118754.1,False
AC118754.2,False
AC118757.1,False
AC118758.3,True
AC119396.1,False
AC119396.2,False
AC119403.1,True
AC119428.1,False
AC119428.2,False
AC119674.1,True
AC119674.2,False
AC119677.1,False
AC120024.1,False
AC120036.4,False
AC120042.1,False
AC120042.2,False
AC120042.3,False
AC120045.1,False
AC120049.1,False
AC120053.1,False
AC120114.1,False
AC120114.3,False
AC120193.1,False
AC120349.1,False
AC120498.10,False
AC120498.4,False
AC120498.6,False
AC120498.8,False
AC120498.9,False
AC121247.1,False
AC121333.1,False
AC121338.1,False
AC121338.2,False
AC121757.1,True
AC121761.1,False
AC122108.2,False
AC122129.1,True
AC122134.1,False
AC122136.1,True
AC122685.1,False
AC122694.1,False
AC122710.1,False
AC122710.2,False
AC122710.3,False
AC122719.2,False
AC123023.1,True
AC123567.2,False
AC123595.1,False
AC123595.2,False
AC123768.1,True
AC123768.2,False
AC123768.3,True
AC123768.4,True
AC123777.1,False
AC123786.1,False
AC123788.1,False
AC123912.1,False
AC123912.2,False
AC123912.4,False
AC124014.1,False
AC124016.1,False
AC124016.2,False
AC124045.1,False
AC124057.1,False
AC124066.1,False
AC124067.1,False
AC124067.3,False
AC124067.4,False
AC124068.2,False
AC124069.1,False
AC124242.1,False
AC124254.1,False
AC124276.1,False
AC124276.2,False
AC124283.1,False
AC124283.2,False
AC124312.1,False
AC124312.2,False
AC124312.3,False
AC124319.2,False
AC124319.3,False
AC124657.1,False
AC124784.1,False
AC124798.1,False
AC124804.1,False
AC124893.1,False
