gene_symbol,present_in_gse163634
DMD,True
DMGDH,True
DMKN,True
DMP1,True
DMPK,False
DMRT1,True
DMRT2,True
DMRT3,True
DMRTA1,True
DMRTA2,True
DMRTB1,True
DMRTC2,True
DMTF1,True
DMTN,True
DMWD,False
DMXL1,True
DMXL2,True
DNA2,True
DNAAF1,True
DNAAF2,True
DNAAF3,False
DNAAF4,False
DNAAF5,False
DNAH1,True
DNAH10,True
DNAH10OS,True
DNAH11,True
DNAH12,True
DNAH14,True
DNAH17,True
DNAH2,True
DNAH3,True
DNAH5,True
DNAH6,True
DNAH7,True
DNAH8,True
DNAH9,True
DNAI1,True
DNAI2,True
DNAJA1,True
DNAJA2,True
DNAJA3,True
DNAJA4,True
DNAJB1,True
DNAJB11,True
DNAJB12,True
DNAJB13,True
DNAJB14,True
DNAJB2,True
DNAJB4,False
DNAJB5,True
DNAJB5-DT,False
DNAJB6,True
DNAJB7,True
DNAJB8,True
DNAJB8-AS1,True
DNAJB9,True
DNAJC1,True
DNAJC10,False
DNAJC11,True
DNAJC12,True
DNAJC13,True
DNAJC14,False
DNAJC15,True
DNAJC16,True
DNAJC17,True
DNAJC18,True
DNAJC19,True
DNAJC2,True
DNAJC21,True
DNAJC22,True
DNAJC24,True
DNAJC25,False
DNAJC25-GNG10,False
DNAJC27,True
DNAJC27-AS1,True
DNAJC28,True
DNAJC3,True
DNAJC3-DT,False
DNAJC30,True
DNAJC4,False
DNAJC5,True
DNAJC5B,True
DNAJC5G,True
DNAJC6,False
DNAJC7,True
DNAJC8,False
DNAJC9,False
DNAJC9-AS1,True
DNAL1,True
DNAL4,False
DNALI1,True
DNASE1,True
DNASE1L1,True
DNASE1L2,False
DNASE1L3,True
DNASE2,True
DNASE2B,True
DND1,False
DNER,True
DNHD1,False
DNLZ,False
DNM1,True
DNM1L,True
DNM1P35,True
DNM2,False
DNM3,True
DNM3OS,True
DNMBP,True
DNMBP-AS1,True
DNMT1,False
DNMT3A,True
DNMT3B,True
DNMT3L,True
DNPEP,True
DNPH1,True
DNTT,True
DNTTIP1,True
DNTTIP2,True
DOC2A,True
DOC2B,True
DOCK1,True
DOCK10,True
DOCK11,True
DOCK2,True
DOCK3,True
DOCK4,True
DOCK4-AS1,True
DOCK5,True
DOCK6,True
DOCK7,True
DOCK8,True
DOCK9,True
DOCK9-AS1,True
DOCK9-DT,False
DOHH,True
DOK1,True
DOK2,True
DOK3,True
DOK4,True
DOK5,True
DOK6,True
DOK7,True
DOLK,True
DOLPP1,True
DONSON,False
DOPEY1,True
DOPEY2,True
DOT1L,True
DPAGT1,True
DPCD,True
DPEP1,True
DPEP2,True
DPEP2NB,False
DPEP3,True
DPF1,True
DPF2,True
DPF3,True
DPH1,False
DPH2,True
DPH3,True
DPH5,True
DPH6,True
DPH6-DT,False
DPH7,True
DPM1,True
DPM2,True
DPM3,True
DPP10,True
DPP10-AS1,True
DPP10-AS3,True
DPP3,False
DPP4,True
DPP6,True
DPP7,True
DPP8,True
DPP9,True
DPP9-AS1,False
DPPA2,True
DPPA3,True
DPPA4,True
DPPA5,True
DPRX,True
DPT,True
DPY19L1,True
DPY19L2,True
DPY19L3,False
DPY19L4,True
DPY30,False
DPYD,True
DPYD-AS1,True
DPYD-AS2,True
DPYS,True
DPYSL2,True
DPYSL3,True
DPYSL4,True
DPYSL5,True
DQX1,True
DR1,True
DRAIC,False
DRAM1,True
DRAM2,True
DRAP1,True
DRAXIN,True
DRC1,True
DRC3,False
DRC7,False
DRD1,True
DRD2,True
DRD3,True
DRD4,True
DRD5,True
DRG1,False
DRG2,True
DRGX,True
DRICH1,False
DROSHA,True
DRP2,True
DSC1,True
DSC2,True
DSC3,True
DSCAM,True
DSCAM-AS1,True
DSCAML1,True
DSCAS,False
DSCC1,True
DSCR9,False
DSE,False
DSEL,True
DSG2,True
DSG2-AS1,False
DSG3,True
DSG4,True
DSN1,True
DSP,True
DSPP,True
DST,True
DSTN,True
DSTYK,True
DTD1,True
DTD2,False
DTHD1,True
DTL,True
DTNA,True
DTNB,True
DTNBP1,True
DTWD1,True
DTWD2,True
DTX1,True
DTX2,True
DTX3,True
DTX3L,True
DTX4,True
DTYMK,True
DUBR,False
DUOX1,True
DUOX2,True
DUOXA1,True
DUOXA2,True
DUPD1,True
DUS1L,True
DUS2,False
DUS3L,False
DUS4L,True
DUSP1,True
DUSP10,True
DUSP11,True
DUSP12,True
DUSP13,True
DUSP14,True
DUSP15,True
DUSP16,True
DUSP18,False
DUSP19,True
DUSP2,True
DUSP21,True
DUSP22,True
DUSP23,True
DUSP26,True
DUSP27,True
DUSP28,True
DUSP3,True
DUSP4,True
DUSP5,True
DUSP6,True
DUSP7,True
DUSP8,True
DUSP9,True
DUT,True
DUXB,False
DVL1,True
DVL2,True
DVL3,True
DWORF,False
DXO,True
DYDC1,True
DYDC2,True
DYM,True
DYNAP,True
DYNC1H1,True
DYNC1I1,True
DYNC1I2,True
DYNC1LI1,True
DYNC1LI2,True
DYNC2H1,True
DYNC2LI1,True
DYNLL1,True
DYNLL2,True
DYNLRB1,True
DYNLRB2,True
DYNLT1,True
DYNLT3,True
DYRK1A,False
DYRK1B,True
DYRK2,True
DYRK3,True
DYRK4,False
DYSF,True
DYTN,True
DZANK1,True
DZIP1,True
DZIP1L,True
DZIP3,True
E2F1,True
E2F2,True
E2F3,True
E2F4,True
E2F5,True
E2F6,True
E2F7,True
E2F8,True
E4F1,False
EAF1,True
EAF1-AS1,False
EAF2,True
EAPP,True
EARS2,False
EBAG9,True
EBF1,True
EBF2,True
EBF3,True
EBF4,True
EBI3,True
EBLN1,True
EBLN2,True
EBLN3P,False
EBNA1BP2,True
EBP,True
EBPL,True
ECD,True
ECE1,True
ECEL1,True
ECH1,False
ECHDC1,True
ECHDC2,True
ECHDC3,True
ECHS1,True
ECI1,True
ECI2,True
ECM1,True
ECM2,True
ECPAS,False
ECSCR,True
ECSIT,False
ECT2,True
ECT2L,True
EDA,True
EDA2R,True
EDAR,True
EDARADD,False
EDC3,True
EDC4,False
EDDM13,False
EDDM3A,True
EDEM1,True
EDEM2,False
EDEM3,True
EDF1,True
EDIL3,True
EDN1,True
EDN2,True
EDN3,True
EDNRA,True
EDNRB,True
EDNRB-AS1,True
EDRF1,True
EDRF1-AS1,True
EEA1,True
EED,True
EEF1A1,True
EEF1A2,True
EEF1AKMT1,False
EEF1AKMT2,False
EEF1AKMT3,False
EEF1AKMT4,False
EEF1B2,False
EEF1D,True
EEF1E1,False
EEF1E1-BLOC1S5,False
EEF1G,False
EEF2,False
EEF2K,True
EEF2KMT,False
EEFSEC,True
EEPD1,True
EFCAB1,True
EFCAB10,True
EFCAB11,False
EFCAB12,True
EFCAB13,False
EFCAB14,False
EFCAB14-AS1,True
EFCAB2,True
EFCAB3,True
EFCAB5,True
EFCAB6,True
EFCAB6-AS1,True
EFCAB7,True
EFCAB8,True
EFCAB9,True
EFCC1,True
EFEMP1,True
EFEMP2,True
EFHB,True
EFHC1,True
EFHC2,True
EFHD1,True
EFHD2,True
EFL1,False
EFNA1,True
EFNA2,True
EFNA3,False
EFNA4,False
EFNA5,True
EFNB1,True
EFNB2,True
EFNB3,True
EFR3A,True
EFR3B,True
EFS,True
EFTUD2,True
EGF,True
EGFL6,True
EGFL7,True
EGFL8,False
EGFLAM,True
EGFLAM-AS1,True
EGFLAM-AS4,True
EGFR,True
EGLN1,True
EGLN2,False
EGLN3,True
EGOT,True
EGR1,True
EGR2,True
EGR3,True
EGR4,True
EHBP1,True
EHBP1L1,True
EHD1,True
EHD2,True
EHD3,True
EHD4,True
EHD4-AS1,False
EHF,True
EHHADH,True
EHHADH-AS1,True
EHMT1,True
EHMT2,True
EHMT2-AS1,True
EI24,True
EID1,False
EID2,True
EID2B,True
EID3,True
EIF1,True
EIF1AD,True
EIF1AX,True
EIF1AX-AS1,True
EIF1AY,True
EIF1B,True
EIF2A,True
EIF2AK1,True
EIF2AK2,True
EIF2AK3,True
EIF2AK4,True
EIF2B1,True
EIF2B2,True
EIF2B3,True
EIF2B4,True
EIF2B5,True
EIF2D,True
EIF2S1,True
EIF2S2,True
EIF2S3,True
EIF2S3B,False
EIF3A,True
EIF3B,True
EIF3C,True
EIF3CL,True
EIF3D,True
EIF3E,True
EIF3F,True
EIF3G,True
EIF3H,True
EIF3I,True
EIF3J,True
EIF3J-DT,False
EIF3K,True
EIF3L,True
EIF3M,True
EIF4A1,False
EIF4A2,False
EIF4A3,True
EIF4B,True
EIF4E,False
EIF4E1B,True
EIF4E2,True
EIF4E3,True
EIF4EBP1,True
EIF4EBP2,True
EIF4EBP3,False
EIF4ENIF1,True
EIF4G1,True
EIF4G2,False
EIF4G3,True
EIF4H,True
EIF5,True
EIF5A,True
EIF5A2,True
EIF5AL1,True
EIF5B,True
EIF6,False
EIPR1,False
ELAC1,False
ELAC2,True
ELANE,True
ELAVL1,True
ELAVL2,True
ELAVL3,False
ELAVL4,True
ELDR,False
ELF1,True
ELF2,True
ELF3,False
ELF3-AS1,False
ELF4,True
ELF5,True
ELFN1,True
ELFN1-AS1,False
ELFN2,False
ELK1,True
ELK3,True
ELK4,True
ELL,False
ELL2,True
ELL3,False
ELMO1,True
ELMO1-AS1,True
ELMO2,True
ELMO3,True
ELMOD1,False
ELMOD2,True
ELMOD3,True
ELMSAN1,True
ELN,True
ELN-AS1,False
ELOA,False
ELOA-AS1,False
ELOA2,False
ELOA3,False
ELOB,False
ELOC,False
ELOF1,True
ELOVL1,True
ELOVL2,True
ELOVL2-AS1,True
ELOVL3,True
ELOVL4,True
ELOVL5,True
ELOVL6,True
ELOVL7,True
ELP1,False
ELP2,True
ELP3,True
ELP4,True
ELP5,True
ELP6,True
ELSPBP1,True
EMB,True
EMC1,True
EMC10,True
EMC2,True
EMC3,False
EMC4,True
EMC6,True
EMC7,True
EMC8,True
EMC9,True
EMCN,True
EMD,True
EME1,True
EME2,True
EMG1,True
EMG1.1,False
EMID1,True
EMILIN1,True
EMILIN2,True
EMILIN3,True
EML1,True
EML2,False
EML3,True
EML4,True
EML5,True
EML6,True
EMP1,True
EMP2,True
EMP3,True
EMSY,False
EMX1,True
EMX2,True
EMX2OS,True
EN1,True
EN2,True
ENAH,True
ENAM,True
ENC1,True
ENDOD1,True
ENDOG,True
ENDOU,True
ENDOV,True
ENG,True
ENGASE,True
ENHO,True
ENKD1,True
ENKUR,True
ENO1,True
ENO1-AS1,True
ENO2,False
ENO3,True
ENO4,True
ENOPH1,True
ENOSF1,True
ENOX1,True
ENOX1-AS1,True
ENOX2,True
ENPEP,True
ENPP1,True
ENPP2,True
ENPP3,True
ENPP4,True
ENPP5,True
ENPP6,True
ENPP7,True
ENSA,True
ENTHD1,True
ENTPD1,False
ENTPD1-AS1,True
ENTPD2,True
ENTPD3,True
ENTPD3-AS1,True
ENTPD4,False
ENTPD5,True
ENTPD6,True
ENTPD7,False
ENTPD8,True
ENTR1,False
ENY2,True
EOGT,True
EOMES,True
EP300,False
EP300-AS1,False
EP400,True
EPAS1,True
EPB41,True
EPB41L1,True
EPB41L2,True
EPB41L3,True
EPB41L4A,True
EPB41L4A-AS1,True
EPB41L4A-DT,False
EPB41L4B,True
EPB41L5,True
EPB42,True
EPC1,False
EPC2,True
EPCAM,True
EPDR1,False
EPG5,True
EPGN,True
EPHA1,True
EPHA1-AS1,True
EPHA10,True
EPHA2,True
EPHA3,True
EPHA4,True
EPHA5,True
EPHA5-AS1,False
EPHA6,True
EPHA7,True
EPHA8,True
EPHB1,True
EPHB2,True
EPHB3,True
EPHB4,True
EPHB6,True
EPHX1,True
EPHX2,True
EPHX3,True
EPHX4,True
EPM2A,True
EPM2AIP1,True
EPN1,True
EPN2,False
EPN2-AS1,True
EPN3,False
EPO,True
EPOP,False
EPOR,False
EPPIN,False
EPPK1,True
EPRS,True
EPS15,True
EPS15L1,True
EPS8,True
EPS8L1,True
EPS8L2,True
EPS8L3,True
EPSTI1,True
EPX,True
EPYC,True
EQTN,True
ERAL1,True
ERAP1,True
ERAP2,True
ERAS,True
ERBB2,True
ERBB3,False
ERBB4,True
ERBIN,False
ERC1,True
ERC2,True
ERCC1,True
ERCC2,True
ERCC3,True
ERCC4,True
ERCC5,False
ERCC6,False
ERCC6L,True
ERCC6L2,True
ERCC8,False
EREG,True
ERF,False
ERFE,False
ERG,True
ERG28,False
ERGIC1,True
ERGIC2,True
ERGIC3,True
ERH,True
ERI1,True
ERI2,False
ERI3,True
ERICD,False
ERICH1,True
ERICH2,True
ERICH3,False
ERICH4,False
ERICH5,False
ERICH6,False
ERICH6-AS1,False
ERICH6B,False
ERLEC1,True
ERLIN1,False
ERLIN2,True
ERLNC1,False
ERMAP,True
ERMARD,True
ERMN,True
ERMP1,True
ERN1,True
ERN2,True
ERO1A,False
ERO1B,False
ERP27,True
ERP29,True
ERP44,True
ERRFI1,True
ERV3-1,False
ERVE-1,False
ERVFRD-1,True
ERVH-1,False
ERVH48-1,True
ERVK-28,False
ERVK3-1,False
ERVK9-11,False
ERVMER34-1,True
ERVMER61-1,True
ERVV-1,True
ERVW-1,True
ESAM,False
ESCO1,True
ESCO2,True
ESD,True
ESF1,True
ESM1,False
ESPL1,True
ESPN,True
ESPNL,True
ESR1,True
ESR2,False
ESRP1,True
ESRP2,False
ESRRA,True
ESRRB,True
ESRRG,True
ESS2,False
ESX1,True
ESYT1,False
ESYT2,True
ESYT3,True
ETAA1,True
ETDB,False
ETF1,True
ETFA,True
ETFB,False
ETFBKMT,False
ETFDH,True
ETFRF1,False
ETHE1,True
ETNK1,True
ETNK2,True
ETNPPL,True
ETS1,True
ETS2,True
ETV1,True
ETV2,True
ETV3,True
ETV3L,True
ETV4,True
ETV5,False
ETV5-AS1,True
ETV6,True
ETV7,True
EVA1A,True
EVA1B,True
EVA1C,True
EVC,True
EVC2,True
EVI2A,False
EVI2B,False
EVI5,True
EVI5L,True
EVL,True
EVPL,True
EVPLL,False
EVX1,True
EVX1-AS,True
EVX2,True
EWSAT1,False
EWSR1,True
EXD1,True
EXD2,True
EXD3,True
EXO1,True
EXO5,True
EXOC1,True
EXOC1L,False
EXOC2,True
EXOC3,True
EXOC3-AS1,False
EXOC3L1,True
EXOC3L2,True
EXOC3L4,True
EXOC4,True
EXOC5,True
EXOC6,True
EXOC6B,True
EXOC7,True
EXOC8,True
EXOG,True
EXOSC1,True
EXOSC10,True
EXOSC2,True
EXOSC3,False
EXOSC4,True
EXOSC5,True
EXOSC6,True
EXOSC7,False
EXOSC8,True
EXOSC9,True
EXPH5,True
EXT1,True
EXT2,True
EXTL1,True
EXTL2,True
EXTL3,True
EXTL3-AS1,True
EYA1,True
EYA2,False
EYA3,True
EYA4,True
EYS,True
EZH1,True
EZH2,True
EZR,True
EZR-AS1,True
F10,True
F10-AS1,True
F11,True
F11R,False
F12,True
F13A1,True
F13B,True
F2,True
F2R,True
F2RL1,True
F2RL2,True
F2RL3,True
F3,True
F5,True
F7,True
F8,True
F8A1,True
F8A2,True
F8A3,True
F9,True
FA2H,True
FAAH,True
FAAH2,True
FAAP100,False
FAAP20,False
FAAP24,False
FABP1,True
FABP12,True
FABP2,True
FABP3,True
FABP4,True
FABP5,True
FABP6,True
FABP7,True
FADD,True
FADS1,False
FADS2,False
FADS3,True
FADS6,True
FAF1,True
FAF2,True
FAH,True
FAHD1,True
FAHD2A,True
FAHD2B,True
FAIM,True
FAIM2,True
FALEC,False
FAM102A,True
FAM102B,True
FAM104A,True
FAM104B,True
FAM107A,True
FAM107B,True
FAM110A,True
FAM110B,True
FAM110C,True
FAM110D,True
FAM111A,True
FAM111A-DT,False
FAM111B,True
FAM114A1,True
FAM114A2,True
FAM117A,True
FAM117B,True
FAM118A,True
FAM118B,True
FAM120A,True
FAM120AOS,True
FAM120B,True
FAM120C,True
FAM122A,True
FAM122B,True
FAM122C,True
FAM124A,True
FAM124B,True
FAM126A,True
FAM126B,True
FAM129A,True
FAM129B,True
FAM129C,True
FAM131A,True
FAM131B,True
FAM131C,True
FAM133A,True
FAM133B,True
FAM135A,True
FAM135B,True
FAM136A,True
FAM138B,True
FAM138C,True
FAM138D,True
FAM138E,True
FAM13A,True
FAM13A-AS1,True
FAM13B,True
FAM13C,True
FAM149A,False
FAM149B1,True
FAM151A,True
FAM151B,True
FAM153A,True
FAM153B,True
FAM153C,False
FAM155A,True
FAM155B,True
FAM156A,True
FAM156B,True
FAM157C,True
FAM160A1,True
FAM160A1-DT,False
FAM160A2,True
FAM160B1,True
FAM160B2,False
FAM161A,True
FAM161B,False
FAM162A,True
FAM162B,True
FAM163A,True
FAM163B,True
FAM166A,True
FAM166B,True
FAM167A,True
FAM167A-AS1,False
FAM167B,True
FAM168A,True
FAM168B,True
FAM169A,True
FAM169B,True
FAM170A,False
FAM170B,True
FAM170B-AS1,True
FAM171A1,True
FAM171A2,True
FAM171B,True
FAM172A,False
FAM173A,True
FAM173B,True
FAM174A,True
FAM174B,False
FAM177A1,True
FAM177B,True
FAM178B,False
FAM180A,True
FAM180B,True
FAM181A,True
FAM181A-AS1,True
FAM181B,True
FAM182B,True
FAM183A,True
FAM184A,True
FAM184B,True
FAM185A,False
FAM186A,True
FAM186B,True
FAM187B,True
FAM189A1,True
FAM189A2,True
FAM189B,True
FAM192A,True
FAM193A,False
FAM193B,True
FAM196A,True
FAM196B,True
FAM198A,False
FAM198B,True
FAM198B-AS1,False
FAM199X,True
FAM19A1,True
FAM19A2,True
FAM19A3,True
FAM19A4,True
FAM19A5,True
FAM200A,True
FAM200B,False
FAM201A,True
FAM204A,True
FAM205C,False
FAM206A,True
FAM207A,True
FAM208A,True
FAM208B,True
FAM209A,False
FAM209B,True
FAM20A,True
FAM20B,True
FAM20C,True
FAM210A,True
FAM210B,True
FAM213A,True
FAM213B,True
FAM214A,True
FAM214B,True
FAM215A,True
FAM215B,True
FAM216A,True
FAM216B,True
FAM217A,True
FAM217B,True
FAM218A,True
FAM219A,True
FAM219B,True
FAM220A,True
FAM221A,True
FAM221B,True
FAM222A,True
FAM222A-AS1,True
FAM222B,True
FAM223A,False
FAM223B,True
FAM224A,True
FAM224B,True
FAM225A,True
FAM225B,True
FAM227A,True
FAM227B,True
FAM228A,False
FAM228B,False
FAM229A,True
FAM229B,True
FAM230A,True
FAM231C,True
FAM234A,False
FAM234B,False
FAM237A,False
FAM237B,False
FAM239A,False
FAM239B,False
FAM239C,False
FAM240A,False
FAM240B,False
FAM241A,False
FAM241B,False
FAM24A,True
FAM24B,False
FAM25A,False
FAM25G,False
FAM27C,True
FAM30A,False
FAM32A,True
FAM3A,True
FAM3B,True
FAM3C,True
FAM3D,True
FAM3D-AS1,False
FAM41C,True
FAM43A,True
FAM43B,True
FAM45A,True
FAM47E,False
FAM47E-STBD1,False
FAM49A,True
FAM49B,True
FAM50A,True
FAM50B,True
FAM53A,True
FAM53B,False
FAM53B-AS1,True
FAM53C,True
FAM57A,True
FAM57B,True
FAM66A,True
FAM66B,True
FAM66C,False
FAM66D,True
FAM66E,True
FAM69A,True
FAM69B,True
FAM69C,True
FAM71A,True
FAM71B,True
FAM71C,True
FAM71D,False
FAM71E1,True
FAM71E2,False
FAM71F1,True
FAM71F2,True
FAM72A,True
FAM72B,True
FAM72C,True
FAM72D,True
FAM74A1,True
FAM76A,True
FAM76B,True
FAM78A,True
FAM78B,False
FAM81A,True
FAM81B,True
FAM83A,True
FAM83A-AS1,True
FAM83B,True
FAM83C,True
FAM83C-AS1,True
FAM83D,True
FAM83E,True
FAM83F,True
FAM83G,True
FAM83H,True
FAM84A,False
FAM84B,True
FAM85B,True
FAM86B1,True
FAM86B2,True
FAM86C1,True
FAM87A,True
FAM87B,True
FAM89A,False
FAM89B,False
FAM8A1,True
FAM90A1,True
FAM90A26,True
FAM91A1,True
FAM92A,False
FAM92B,True
FAM95B1,False
FAM95C,False
FAM96A,True
FAM96B,True
FAM98A,True
FAM98B,True
FAM98C,True
FAM9B,True
FAM9C,True
FAN1,False
FANCA,True
FANCB,True
FANCC,True
FANCD2,True
FANCD2OS,True
FANCE,True
FANCF,True
FANCG,True
FANCI,True
FANCL,True
FANCM,True
FANK1,True
FAP,True
FAR1,True
FAR2,True
FARP1,True
FARP1-AS1,True
FARP2,True
FARS2,True
FARSA,True
FARSA-AS1,False
FARSB,True
FAS,True
FASLG,True
FASN,True
FASTK,True
FASTKD1,True
FASTKD2,True
FASTKD3,True
FASTKD5,False
FAT1,True
FAT2,True
FAT3,True
FAT4,True
FATE1,True
FAU,False
FAXC,True
FAXDC2,True
FBF1,False
FBH1,False
FBL,True
FBLIM1,True
FBLL1,True
FBLN1,True
FBLN2,True
FBLN5,True
FBLN7,True
FBN1,True
FBN2,True
FBN3,True
FBP1,True
FBP2,True
FBRS,True
FBRSL1,True
FBXL12,True
FBXL13,True
FBXL14,True
FBXL15,True
FBXL16,True
FBXL17,True
FBXL18,True
FBXL19,False
FBXL19-AS1,True
FBXL2,True
FBXL20,True
FBXL22,True
FBXL3,True
FBXL4,True
FBXL5,True
FBXL6,False
FBXL7,True
FBXL8,False
FBXO10,False
FBXO11,True
FBXO15,True
FBXO16,False
FBXO17,False
FBXO2,True
FBXO21,True
FBXO22,True
FBXO24,True
FBXO25,True
FBXO27,True
FBXO28,True
FBXO3,True
FBXO3-DT,False
FBXO30,True
FBXO31,False
FBXO32,True
FBXO33,True
FBXO34,True
FBXO36,True
FBXO38,True
FBXO39,True
FBXO4,True
FBXO40,True
FBXO41,True
FBXO42,True
FBXO43,True
FBXO44,True
FBXO45,True
FBXO46,True
FBXO47,True
FBXO48,True
FBXO5,True
FBXO6,True
FBXO7,True
FBXO8,True
FBXO9,False
FBXW10,True
FBXW11,True
FBXW12,True
FBXW2,True
FBXW4,True
FBXW5,True
FBXW7,True
FBXW7-AS1,False
FBXW8,True
FBXW9,True
FCAMR,True
FCAR,True
FCER1A,True
FCER1G,True
FCER2,True
FCF1,True
FCGBP,True
FCGR1A,True
FCGR1B,True
FCGR2A,False
FCGR2B,False
FCGR3A,False
FCGR3B,False
FCGRT,True
FCHO1,True
FCHO2,True
FCHSD1,True
FCHSD2,True
FCMR,False
FCN1,True
FCN2,True
FCN3,True
FCRL1,True
FCRL2,True
FCRL3,True
FCRL4,True
FCRL5,True
FCRL6,True
FCRLA,True
FCRLB,True
FDCSP,True
FDFT1,True
FDPS,True
FDX1,True
FDX2,False
FDXACB1,False
FDXR,True
FECH,True
FEM1A,True
FEM1B,True
FEM1C,True
FEN1,False
FENDRR,True
FER,True
FER1L5,True
FER1L6,True
FER1L6-AS1,True
FER1L6-AS2,True
FERMT1,True
FERMT2,True
FERMT3,True
FES,True
FEV,True
FEZ1,True
FEZ2,False
FFAR1,True
FFAR2,True
FFAR3,True
FFAR4,True
FGA,True
FGB,True
FGD1,True
FGD2,True
FGD3,True
FGD4,True
FGD5,True
FGD5-AS1,True
FGD6,True
FGF1,True
FGF10,True
FGF10-AS1,True
FGF11,False
FGF12,True
FGF13,True
FGF13-AS1,True
FGF14,False
FGF14-AS2,True
FGF16,True
FGF17,True
FGF18,True
FGF19,True
FGF2,False
FGF20,True
FGF21,True
FGF22,True
FGF23,True
FGF5,False
FGF7,True
FGF8,True
FGF9,True
FGFBP1,True
FGFBP2,False
FGFBP3,True
FGFR1,True
FGFR1OP,False
FGFR1OP2,True
FGFR2,True
FGFR3,True
FGFR4,True
FGFRL1,True
FGGY,True
FGL1,True
FGL2,True
FGR,True
FH,True
FHAD1,True
FHDC1,True
FHIT,True
FHL1,True
FHL2,True
FHL3,True
FHL5,True
FHOD1,True
FHOD3,True
FIBCD1,True
FIBP,True
FICD,True
FIG4,True
FIGLA,True
FIGN,True
FIGNL1,True
FIGNL2,False
FILIP1,True
FILIP1L,True
FILNC1,False
FIP1L1,False
FIRRE,False
FIS1,True
FITM1,False
FITM2,True
FIZ1,True
FJX1,True
FKBP10,True
FKBP11,False
FKBP14,True
FKBP15,True
FKBP1A,True
FKBP1B,False
FKBP1C,True
FKBP2,True
FKBP3,True
FKBP4,True
FKBP5,True
FKBP6,True
FKBP7,True
FKBP8,True
FKBP9,True
FKBPL,True
FKRP,True
FKTN,True
FLAD1,True
FLCN,False
FLG-AS1,True
FLG2,True
FLI1,True
FLII,True
FLJ45513,False
FLNA,True
FLNB,True
FLNB-AS1,True
FLNC,True
FLNC-AS1,False
FLOT1,True
FLOT2,True
FLRT1,False
FLRT2,True
FLRT3,True
FLT1,True
FLT3,True
FLT3LG,False
FLT4,True
FLVCR1,True
FLVCR1-DT,False
FLVCR2,False
FLYWCH1,True
FLYWCH2,True
FMC1,False
FMN1,True
FMN2,True
FMNL1,True
FMNL2,True
FMNL3,True
FMO1,True
FMO2,True
FMO3,True
FMO4,True
FMO5,True
FMOD,True
FMR1,True
FMR1NB,True
FN1,True
FN3K,True
FN3KRP,True
FNBP1,True
FNBP1L,True
FNBP4,False
FNDC1,True
FNDC10,False
FNDC11,False
FNDC3A,True
FNDC3B,True
FNDC4,True
FNDC5,True
FNDC7,True
FNDC8,True
FNDC9,True
FNIP1,False
FNIP2,True
FNTA,False
FNTB,False
FO393400.1,False
FO393401.1,False
FO393415.1,False
FO393415.3,False
FO393418.1,False
FO393419.2,False
FO680682.1,False
FO681492.1,False
FO704657.1,False
FOCAD,True
FOCAD-AS1,False
FOLH1,True
FOLR1,True
FOLR2,True
FOLR3,True
FOPNL,True
FOS,True
FOSB,True
FOSL1,True
FOSL2,True
FOXA1,True
FOXA2,True
FOXA3,True
FOXB1,True
FOXC1,True
FOXC2,True
FOXC2-AS1,False
FOXCUT,False
FOXD1,True
FOXD2,True
FOXD2-AS1,True
FOXD3,True
FOXD3-AS1,False
FOXD4,True
FOXD4L1,True
FOXD4L3,True
FOXD4L4,True
FOXD4L5,True
FOXD4L6,True
FOXE1,True
FOXE3,True
FOXF1,True
FOXF2,True
FOXG1,True
FOXH1,True
FOXI1,True
FOXI2,True
FOXI3,True
FOXJ1,True
FOXJ2,True
FOXJ3,True
FOXK1,True
FOXK2,True
FOXL1,True
FOXL2,True
FOXL2NB,False
FOXM1,True
FOXN1,True
FOXN2,True
FOXN3,False
FOXN3-AS1,True
FOXN3-AS2,True
FOXN4,True
FOXO1,True
FOXO3,True
FOXO4,True
FOXO6,True
FOXP1,True
FOXP1-AS1,True
FOXP2,False
FOXP3,True
FOXP4,True
FOXP4-AS1,False
FOXQ1,True
FOXR1,True
FOXRED1,True
FOXRED2,True
FOXS1,True
FP236241.1,False
FP236315.1,False
FP236315.3,False
FP236383.1,False
FP236383.2,False
FP236383.3,False
FP325318.1,False
FP325330.1,False
FP325330.2,False
FP325330.3,False
FP475955.3,False
FP565171.1,False
FP565260.1,False
FP565260.3,False
FP565260.5,False
FP565260.6,False
FP671120.1,False
FP671120.3,False
FP671120.4,False
FP700111.1,False
FPGS,True
FPGT,False
FPGT-TNNI3K,False
FPR1,True
FPR2,True
FPR3,True
FRA10AC1,True
FRAS1,True
FRAT1,True
FRAT2,True
FREM1,True
FREM2,True
FREM3,True
FRG1,True
FRG1-DT,False
FRG2B,True
FRG2C,True
FRGCA,False
FRK,True
FRMD1,True
FRMD3,True
FRMD4A,True
FRMD4B,True
FRMD5,True
FRMD6,True
FRMD6-AS1,False
FRMD6-AS2,True
FRMD7,True
FRMD8,True
FRMPD1,True
FRMPD2,True
FRMPD3,True
FRMPD3-AS1,True
FRMPD4,True
FRRS1,True
FRRS1L,True
FRS2,True
FRS3,True
FRY,True
FRY-AS1,True
FRYL,True
FRZB,True
FSBP,False
FSCB,True
FSCN1,True
FSCN2,True
FSCN3,False
FSD1,True
FSD1L,True
FSD2,True
FSHR,True
FSIP1,False
FSIP2,True
FSIP2-AS1,False
FST,True
FSTL1,True
FSTL3,True
FSTL4,True
FSTL5,True
FTCD,True
