axis,gene,coefficient
pc1,CAPN1,-0.00031653693868646175
pc1,CAPN11,-0.000210047056445918
pc1,CAPN12,-0.0004645419249328862
pc1,CAPN13,-1.1759318663065794e-05
pc1,CAPN14,-7.481595110879263e-05
pc1,CAPN15,-0.00035233003273381597
pc1,CAPN2,-0.0005282230835114927
pc1,CAPN5,0.00022078865519354826
pc1,CAPN6,-2.7595530772374002e-05
pc1,CAPN7,0.00022474635611452297
pc1,CAPN8,-9.628058083184521e-06
pc1,CAPN9,2.9580298898350764e-05
pc1,CAPNS1,-2.0686415116370055e-05
pc1,CAPNS2,-2.556510675206422e-05
pc1,CAPRIN1,-2.7054436658832623e-05
pc1,CAPRIN2,0.0007052367750581572
pc1,CAPS2,5.8057465013184666e-05
pc1,CAPSL,0.00012944593349968684
pc1,CAPZA1,0.00010807096464590738
pc1,CAPZA2,-0.0006181955001549307
pc1,CAPZB,-0.0001720168155393281
pc1,CARD10,-0.00016150458625653911
pc1,CARD11,-0.0001718418570824121
pc1,CARD14,5.0418480992932445e-05
pc1,CARD6,-0.00038202808063152166
pc1,CARD8,0.0001653755546563813
pc1,CARF,0.00020760553173132998
pc1,CARHSP1,-0.0005494252002360775
pc1,CARM1,0.00011409814847433479
pc1,CARNS1,-9.140207497773446e-05
pc1,CARS,-0.0002606278490126957
pc1,CARS-AS1,1.2489778870984593e-05
pc1,CARS2,-0.0004540302851696044
pc1,CARTPT,0.0
pc1,CASC1,4.468682906430106e-05
pc1,CASC10,0.0007285179575739831
pc1,CASC11,0.00011210220443030885
pc1,CASC15,0.00020546829166098198
pc1,CASC18,2.9984246653983473e-06
pc1,CASC2,-4.314244765439656e-05
pc1,CASC20,0.0
pc1,CASC3,-3.174919169938973e-05
pc1,CASC4,-1.8867675958711823e-05
pc1,CASC8,0.00021441691930009494
pc1,CASC9,-5.615909736472986e-06
pc1,CASD1,0.00010273834747439117
pc1,CASK,-0.0002636711688930653
pc1,CASK-AS1,5.079239017128281e-07
pc1,CASKIN1,-4.6012162448046726e-05
pc1,CASKIN2,-0.00020683990615621566
pc1,CASP10,0.0001854197461919097
pc1,CASP14,1.2189274594467022e-06
pc1,CASP2,0.0003402602809671115
pc1,CASP3,6.575803994729211e-05
pc1,CASP4,-9.873144646207117e-07
pc1,CASP5,-0.00014874384439461544
pc1,CASP6,-0.0003748240818973421
pc1,CASP7,-0.00019001271007246592
pc1,CASP8,-0.0002627506756801558
pc1,CASP8AP2,-0.00019735924186560703
pc1,CASP9,-0.0002588512819511361
pc1,CASQ1,8.577506093859029e-05
pc1,CASQ2,-3.295898078498526e-06
pc1,CASR,1.8976937032468517e-05
pc1,CASS4,0.0004205758284512699
pc1,CAST,-8.099856823698809e-05
pc1,CASZ1,0.0004446542005231644
pc1,CAT,0.00034981572988511893
pc1,CATSPER1,-0.0005950618969856873
pc1,CATSPER4,-1.4098816658243268e-05
pc1,CATSPERD,-7.919479859666192e-05
pc1,CATSPERG,0.00011722600823249401
pc1,CAV1,0.00040043527115413645
pc1,CAV2,-4.374203178766023e-05
pc1,CBFA2T2,0.00015807393512310604
pc1,CBFA2T3,0.0002620251802794761
pc1,CBFB,0.0002089884039312629
pc1,CBL,4.568175198270848e-05
pc1,CBLB,0.0001370649935823189
pc1,CBLC,-7.453269550576669e-06
pc1,CBLL1,-0.00020841639694828677
pc1,CBLN1,2.4519436641011742e-05
pc1,CBLN2,-1.8901940755302012e-05
pc1,CBLN3,0.0001061593236399204
pc1,CBLN4,0.0
pc1,CBR1,-0.0003389716708293001
pc1,CBR3,2.261932594914893e-05
pc1,CBR4,0.00012279064440701753
pc1,CBS,4.267614949596941e-06
pc1,CBWD1,-0.0001453014541546034
pc1,CBWD2,-0.000258248124645291
pc1,CBWD3,-0.00042977338173986405
pc1,CBWD5,-0.0001811298714077377
pc1,CBWD6,-0.00010810546110637928
pc1,CBX1,6.225371208183194e-05
pc1,CBX2,-0.00022056420276314002
pc1,CBX3,-0.0001376515368850732
pc1,CBX4,-1.9663404508987234e-05
pc1,CBX6,9.336041332472348e-06
pc1,CBX8,-0.0002567422834196729
pc1,CBY1,-0.00023141865329664486
pc1,CBY3,-4.114166591973292e-06
pc1,CC2D1A,-0.0001077772327184564
pc1,CC2D1B,-6.541821030977323e-05
pc1,CC2D2A,-0.0002998347780869058
pc1,CCAR2,1.334633437193898e-05
pc1,CCBE1,0.0002751772172748113
pc1,CCDC102A,0.00037131843689493715
pc1,CCDC102B,0.0003726728948863529
pc1,CCDC107,-0.00010696076176476844
pc1,CCDC110,-1.2365699060098917e-05
pc1,CCDC112,-0.0004654957596191973
pc1,CCDC114,-9.362974966531434e-06
pc1,CCDC115,-0.0002953390425708703
pc1,CCDC116,-2.1174787109254816e-05
pc1,CCDC117,-0.00023484056826106764
pc1,CCDC12,-0.00012036368296861362
pc1,CCDC120,0.00021933017106985848
pc1,CCDC121,9.529519967316e-05
pc1,CCDC122,-0.00013546009376243145
pc1,CCDC124,-0.00032757065485257463
pc1,CCDC126,-0.0009319156970306495
pc1,CCDC129,0.0
pc1,CCDC13,-0.00011482865839745895
pc1,CCDC13-AS1,2.5251222010087403e-05
pc1,CCDC130,-0.00024067616225931481
pc1,CCDC134,-0.00015185324305127512
pc1,CCDC136,-0.0003293714325231978
pc1,CCDC137,-0.0004138807306403496
pc1,CCDC138,-4.3678235711036116e-05
pc1,CCDC14,0.0004700957287286396
pc1,CCDC140,1.3671578603834566e-05
pc1,CCDC144NL,0.0005262797326791895
pc1,CCDC148,0.000526486070619203
pc1,CCDC149,0.0002769259273421616
pc1,CCDC15,0.0002828771588756025
pc1,CCDC150,3.662651004638208e-05
pc1,CCDC151,0.00036206222073815255
pc1,CCDC152,-0.0006186917083661514
pc1,CCDC153,8.153053344761456e-05
pc1,CCDC154,-1.073615634343891e-05
pc1,CCDC155,-0.000200816339054582
pc1,CCDC157,-8.295456773155984e-06
pc1,CCDC158,1.6173766064029624e-05
pc1,CCDC159,0.000237118535344033
pc1,CCDC160,1.9393044284170017e-06
pc1,CCDC166,-8.466498449443198e-07
pc1,CCDC167,-0.0003349592016120298
pc1,CCDC168,-0.00023876247856405213
pc1,CCDC17,0.0002076658076369933
pc1,CCDC170,-4.9724208534967994e-05
pc1,CCDC171,0.0002943662093971176
pc1,CCDC172,0.0
pc1,CCDC173,0.0001157893055450186
pc1,CCDC174,-0.00021634933059841102
pc1,CCDC177,1.2968497323542186e-06
pc1,CCDC178,0.0
pc1,CCDC179,0.0
pc1,CCDC18,0.00026630317578525193
pc1,CCDC182,2.6236715655022735e-07
pc1,CCDC183-AS1,-2.935560333783905e-05
pc1,CCDC22,-0.00018506294638437272
pc1,CCDC24,0.00012030362721419488
pc1,CCDC25,1.3254095652160602e-05
pc1,CCDC27,0.0002747365623459225
pc1,CCDC28A,0.0001519808309097417
pc1,CCDC28B,-0.00017151346372741718
pc1,CCDC3,-4.6627412388403786e-05
pc1,CCDC34,4.575177872638852e-05
pc1,CCDC36,9.319860561113822e-05
pc1,CCDC38,2.2552490425970708e-05
pc1,CCDC39,1.7184788386327827e-05
pc1,CCDC40,-0.00039427242675533055
pc1,CCDC42,0.00018073138983326997
pc1,CCDC43,-0.0005046120215408084
pc1,CCDC50,-0.0013036737013900318
pc1,CCDC57,0.00028091521021327893
pc1,CCDC58,-6.552385425928815e-05
pc1,CCDC59,-0.00028910525815047745
pc1,CCDC6,0.0006887553835929603
pc1,CCDC60,-5.911092968564625e-06
pc1,CCDC61,1.3805112203731995e-06
pc1,CCDC62,0.0005349431964639239
pc1,CCDC63,-1.0362996452422379e-05
pc1,CCDC65,-2.066497536779508e-05
pc1,CCDC66,2.2347089215841452e-05
pc1,CCDC68,-9.682725070333699e-06
pc1,CCDC69,-0.0005027357090814751
pc1,CCDC70,-1.438193838377186e-06
pc1,CCDC71,-0.00032479721586045444
pc1,CCDC73,0.0001366268168080333
pc1,CCDC74A,0.0002191354461186607
pc1,CCDC74B,4.208360093553206e-05
pc1,CCDC77,9.06895613801507e-05
pc1,CCDC78,4.4999964589005194e-05
pc1,CCDC8,2.7226046144035306e-05
pc1,CCDC80,0.00012188348352899951
pc1,CCDC81,-0.0001400354373280874
pc1,CCDC82,-0.00013867806653856097
pc1,CCDC83,1.1474072775001986e-05
pc1,CCDC84,7.879676104399702e-05
pc1,CCDC85B,-0.00017832847427749304
pc1,CCDC85C,-0.0002519108906852095
pc1,CCDC86,-0.00039951461843044093
pc1,CCDC87,-1.1161067149496769e-05
pc1,CCDC88A,0.0002864344404034076
pc1,CCDC88B,0.000250138883597525
pc1,CCDC88C,-5.2897277158060864e-05
pc1,CCDC89,-6.476551925634805e-05
pc1,CCDC9,-0.0005152120312302076
pc1,CCDC90B,8.883574585520887e-05
pc1,CCDC91,-8.751813639715746e-05
pc1,CCDC92,-0.0005716077151611032
pc1,CCDC93,-0.0004048784807462172
pc1,CCDC96,-0.0002764065672552399
pc1,CCDC97,1.8579151303885758e-05
pc1,CCER2,0.00047251135077063135
pc1,CCHCR1,9.127021258096939e-05
pc1,CCIN,-5.3534789483289174e-05
pc1,CCK,-2.04057780279813e-06
pc1,CCKBR,1.3176519306225943e-05
pc1,CCL1,-5.075461409647076e-05
pc1,CCL11,0.0
pc1,CCL13,-1.1996489859677754e-06
pc1,CCL16,-4.30644453040394e-06
pc1,CCL17,-0.000178856477219637
pc1,CCL18,-3.924328797426526e-05
pc1,CCL19,9.057393743250505e-05
pc1,CCL2,-0.00038118822014030613
pc1,CCL20,-0.00018974818859523307
pc1,CCL21,-2.8824284830818433e-05
pc1,CCL22,0.00022327560344462608
pc1,CCL23,0.0009811772536244695
pc1,CCL24,9.58651597284611e-07
pc1,CCL25,-5.098200364540255e-05
pc1,CCL26,-0.00011073220934270034
pc1,CCL28,-0.0002369261894874834
pc1,CCL3,-0.0001570216809703024
pc1,CCL3L1,-0.0014015745091619917
pc1,CCL4,-0.00036435821824636527
pc1,CCL4L2,-0.0007809927972975527
pc1,CCL5,-0.0007716721148993397
pc1,CCL7,-0.00026323174419828844
pc1,CCL8,-1.1418638625069354e-05
pc1,CCM2,-0.000494563609407075
pc1,CCM2L,-9.458864225210016e-06
pc1,CCNA1,0.0011976229186551359
pc1,CCNA2,-0.00019666773564166765
pc1,CCNB1,0.00010803996225448683
pc1,CCNB1IP1,0.00010333371917085924
pc1,CCNB2,9.590324422005652e-05
pc1,CCNB3,-1.3224305429829227e-05
pc1,CCNC,-4.211021201590537e-05
pc1,CCND1,-0.0005848444780397336
pc1,CCND2,-0.000422222268608423
pc1,CCND3,-1.1115818403511267e-05
pc1,CCNE1,-0.0002511286655361572
pc1,CCNE2,-0.0001037319902971398
pc1,CCNF,8.410143992479825e-05
pc1,CCNG1,0.00026459355883358
pc1,CCNG2,-0.0004897177874547099
pc1,CCNH,0.00026844350638557203
pc1,CCNI,-0.00014048637345891562
pc1,CCNI2,3.728986931106206e-06
pc1,CCNJ,-0.00048337126534575466
pc1,CCNJL,3.6142800456045204e-05
pc1,CCNL1,-0.00017347155377725514
pc1,CCNL2,-3.5461267793010726e-05
pc1,CCNO,-3.935026104796174e-06
pc1,CCNT1,7.942609143251544e-05
pc1,CCNT2,0.0002761566004373756
pc1,CCNT2-AS1,1.7917422760487186e-06
pc1,CCNY,-0.00019147838862914235
pc1,CCP110,0.00034488949689682775
pc1,CCR1,-0.0007008685332465038
pc1,CCR10,-1.921089738745409e-05
pc1,CCR2,0.0004026309503096776
pc1,CCR3,6.690894544356868e-05
pc1,CCR4,0.000122429481782682
pc1,CCR5,0.00010402013028960393
pc1,CCR7,-0.0010675142008585894
pc1,CCR8,-1.1757297522168441e-05
pc1,CCRL2,-8.742151678191276e-05
pc1,CCS,-0.0002012905277531793
pc1,CCSAP,3.909503422577577e-05
pc1,CCSER1,0.0009335081957865791
pc1,CCSER2,-0.0002830218886608675
pc1,CCT2,-0.00034864489804887003
pc1,CCT3,-0.00040728436919728337
pc1,CCT4,-0.00016236957438048655
pc1,CCT6B,0.0002816998230383288
pc1,CCT7,-0.0003249488941768855
pc1,CCT8,-0.00013084396505358032
pc1,CCT8L2,2.0019856695033133e-05
pc1,CCZ1,-0.0003405561090433765
pc1,CCZ1B,0.0004445352268470789
pc1,CD101,9.335425121364945e-05
pc1,CD109,0.00013483797188638632
pc1,CD14,-0.0029301195343440427
pc1,CD151,1.5352885053114572e-05
pc1,CD160,-0.0003086861554003619
pc1,CD164,-0.0002189838581432299
pc1,CD164L2,-2.4646904753276785e-05
pc1,CD177,-7.405359850945928e-05
pc1,CD180,0.00038091751118157703
pc1,CD19,-0.00012670300602521384
pc1,CD1A,0.00016017277233379
pc1,CD1B,-2.5048911837182686e-05
pc1,CD1C,-0.0007611306810246785
pc1,CD1D,6.997101431006553e-05
pc1,CD1E,-0.0002341066678534736
pc1,CD2,-0.00036359346112616145
pc1,CD200R1,0.00011909614824467435
pc1,CD200R1L,-3.7796611545090564e-05
pc1,CD207,-1.994870292439149e-06
pc1,CD209,0.00011403338826537384
pc1,CD226,-0.0006164547046099003
pc1,CD24,9.155539049516454e-05
pc1,CD244,0.0010043886309665795
pc1,CD247,-0.00026697201978907
pc1,CD248,7.066499317453805e-05
pc1,CD274,-0.00010102571154986775
pc1,CD276,7.211747249117711e-05
pc1,CD28,-5.82786242622818e-05
pc1,CD2AP,-0.00013367040446418687
pc1,CD2BP2,-0.000263299854538836
pc1,CD300A,0.00043363495284631917
pc1,CD300C,-0.0005468985028715916
pc1,CD300E,-0.0016547683849654703
pc1,CD300LB,-0.00015800829033209691
pc1,CD300LD,-3.6464339146203194e-06
pc1,CD300LF,0.0005860813647901194
pc1,CD300LG,-4.498834957991586e-05
pc1,CD33,0.0005803403161807153
pc1,CD34,0.000375465338688993
pc1,CD36,0.00030248608156055066
pc1,CD37,7.941682308298101e-07
pc1,CD38,3.1018088593573504e-05
pc1,CD3D,-0.0005731376781700682
pc1,CD3E,-0.0008124127243704935
pc1,CD3EAP,-1.0414805561612378e-05
pc1,CD3G,-0.000580662594882502
pc1,CD4,0.0001327176573328077
pc1,CD40,-0.00021256374866619136
pc1,CD40LG,7.794533295388237e-05
pc1,CD44,-0.0003696651191377368
pc1,CD46,-1.482049175470768e-05
pc1,CD47,-0.0005429003972100843
pc1,CD48,-0.0012988624295552328
pc1,CD5,-0.0003416039367542743
pc1,CD52,-0.000630408925237657
pc1,CD53,-0.0001885153455653255
pc1,CD55,-0.00030589632277985645
pc1,CD58,-0.00041525023698774435
pc1,CD5L,6.0511813471386955e-05
pc1,CD6,-0.0005267191904574402
pc1,CD63,-0.00060963127865983
pc1,CD69,0.00038471296136601506
pc1,CD7,0.00025564806269200705
pc1,CD70,-0.00012319412419368238
pc1,CD72,0.0003708428691268512
pc1,CD74,0.0005079190295510939
pc1,CD79A,-0.0009515660273347761
pc1,CD79B,-0.0008322922148372662
pc1,CD80,-0.00024190676044166055
pc1,CD81,0.00013898133284943862
pc1,CD81-AS1,6.520825443354121e-05
pc1,CD82,0.00018722780791199126
pc1,CD83,-0.0008331924628716184
pc1,CD86,-0.00022234299614661788
pc1,CD8A,-0.00015598354520868552
pc1,CD8B,-0.0008022608087621485
pc1,CD9,-0.001394880452491103
pc1,CD96,-0.00024333203805461525
pc1,CD99,-0.0009847897278747022
pc1,CD99L2,-0.00017911575330996308
pc1,CDA,-0.0010306164593955507
pc1,CDADC1,0.0004378177480858987
pc1,CDAN1,-0.00019682237805163213
pc1,CDC123,-0.00046863000080331455
pc1,CDC14B,-0.00021229863791881218
pc1,CDC20,0.00022532895272747106
pc1,CDC20B,6.5617649204059e-06
pc1,CDC23,-9.566893214249348e-05
pc1,CDC25A,-0.00021119657734687756
pc1,CDC25B,-0.0001483349176135114
pc1,CDC25C,0.00010847860391916783
pc1,CDC26,-0.00022645599834702327
pc1,CDC27,7.405345994938835e-05
pc1,CDC34,-0.00031224244722876846
pc1,CDC37L1,-9.657994745278466e-05
pc1,CDC40,-0.0003660342135451309
pc1,CDC42,-0.00017320638327610193
pc1,CDC42BPA,0.0006136644472974069
pc1,CDC42BPB,2.0859248825353708e-05
pc1,CDC42BPG,-5.605896050209688e-05
pc1,CDC42EP1,0.0008076536340376792
pc1,CDC42EP2,-0.00019781059606220665
pc1,CDC42EP3,-0.00016859970173290664
pc1,CDC42EP4,-0.0002662880713660872
pc1,CDC42EP5,2.4766726463998974e-06
pc1,CDC42SE1,-4.740447326920277e-05
pc1,CDC42SE2,0.00034743348132261243
pc1,CDC45,-0.0003357309893213021
pc1,CDC5L,-0.00038440055597848067
pc1,CDC6,-0.0002652181428061034
pc1,CDC7,-0.00014293966690224967
pc1,CDC73,-0.00033056108465835356
pc1,CDCA2,0.00015740773720934875
pc1,CDCA3,8.626096982080964e-05
pc1,CDCA4,-0.0006016557061619507
pc1,CDCA5,-0.00024060781105664987
pc1,CDCA7,-0.00044033985364815443
pc1,CDCA7L,-0.000363394470915751
pc1,CDCA8,3.855621096164507e-05
pc1,CDCP1,-8.723517720097843e-05
pc1,CDH1,0.00032141991718743514
pc1,CDH10,-3.917065613755938e-06
pc1,CDH11,3.0212878117356218e-05
pc1,CDH12,-1.6310698718676597e-05
pc1,CDH13,-7.167327787919525e-06
pc1,CDH15,-0.0002615859604702881
pc1,CDH16,-2.073342921690974e-06
pc1,CDH17,-1.7363788134521692e-05
pc1,CDH18,-4.33608597590429e-06
pc1,CDH19,5.079239017128281e-07
pc1,CDH2,-7.973430322153034e-05
pc1,CDH20,-0.00012095722828480813
pc1,CDH22,-3.979561694761637e-06
pc1,CDH23,0.00015820802764978227
pc1,CDH24,-6.991525781518698e-05
pc1,CDH26,0.00024157852211228122
pc1,CDH3,-1.8534586207317167e-05
pc1,CDH4,-0.000184341264719527
pc1,CDH5,-7.053450661673696e-05
pc1,CDH7,-1.6563186389611015e-05
pc1,CDH8,-4.259379988834724e-05
pc1,CDH9,-0.00025815094971221107
pc1,CDHR1,-0.00022509109253417278
pc1,CDHR2,-3.673703468675626e-05
pc1,CDHR3,-1.4402602464884032e-05
pc1,CDHR4,9.39166460576896e-05
pc1,CDHR5,2.674080553858924e-05
pc1,CDIP1,0.0001876913442297779
pc1,CDIPT,-0.00023681811899481234
pc1,CDK1,0.00035387733748800965
pc1,CDK10,0.00010136843540756793
pc1,CDK11B,-0.00021503127457980276
pc1,CDK12,-8.663865012404518e-05
pc1,CDK13,-7.115919725488831e-05
pc1,CDK15,-0.0004650478940716936
pc1,CDK16,-1.6881935171065962e-05
pc1,CDK17,-9.78917205366146e-05
pc1,CDK18,0.00032991175233113723
pc1,CDK19,0.0002631856563359136
pc1,CDK2,-9.303588488145102e-06
pc1,CDK20,2.5576658387891424e-05
pc1,CDK2AP2,-0.0002471774654977917
pc1,CDK4,-0.0004224731394693271
pc1,CDK5,-0.00014679943449501885
pc1,CDK5R1,-2.1276722275042785e-05
pc1,CDK5R2,1.0926436648962825e-05
pc1,CDK5RAP1,3.10777382482117e-05
pc1,CDK5RAP2,0.0004273552884559429
pc1,CDK6,-0.00019909167866001242
pc1,CDK7,-0.0003061326841660701
pc1,CDK8,-0.0003161232095645081
pc1,CDKAL1,-5.964677171718683e-05
pc1,CDKL1,-2.805269447023756e-05
pc1,CDKL2,-2.364430709870867e-05
pc1,CDKL4,-3.8913485599453434e-07
pc1,CDKL5,0.00015355807734407267
pc1,CDKN1A,-0.00020134294770405003
pc1,CDKN1B,0.00019480583234938575
pc1,CDKN1C,0.00028111143159476255
pc1,CDKN2A,-0.00025172707313781886
pc1,CDKN2AIP,-0.00041926128826135433
pc1,CDKN2AIPNL,1.1397833275704176e-05
pc1,CDKN2B,5.3956955473336447e-05
pc1,CDKN2C,-9.62171851554326e-05
pc1,CDKN2D,-0.00023634014214686685
pc1,CDKN3,-5.8443715077637426e-05
pc1,CDNF,0.00012081306821238367
pc1,CDO1,1.556701923394935e-05
pc1,CDON,-3.857157280277764e-05
pc1,CDPF1,-0.00010771988448405707
pc1,CDR1,0.0
pc1,CDR2L,7.473452670146077e-05
pc1,CDRT15,-4.186689872101121e-06
pc1,CDRT15L2,-2.1997293346928685e-06
pc1,CDRT8,-8.25607028693621e-06
pc1,CDS1,3.7864181559490587e-06
pc1,CDS2,-0.0002444069222397143
pc1,CDSN,6.683202425720904e-06
pc1,CDT1,-0.0002924669818793371
pc1,CDV3,-0.0001569106262476957
pc1,CDX1,1.0429499987422104e-05
pc1,CDX2,1.709641720687914e-05
pc1,CDYL,-5.8058089230915244e-05
pc1,CDYL2,0.0003021539415661639
pc1,CEACAM1,0.0001695625251147197
pc1,CEACAM16,3.181294079453766e-06
pc1,CEACAM18,0.0
pc1,CEACAM20,3.223137601786631e-06
pc1,CEACAM3,0.00015970939992099976
pc1,CEACAM4,0.0006308540983103708
pc1,CEACAM8,-3.352953333453562e-05
pc1,CEBPB,-0.0004927361498672903
pc1,CEBPD,-0.001231830020356939
pc1,CEBPE,-0.0003340367260756804
pc1,CEBPG,-0.0001458813823240203
pc1,CEBPZ,-0.000235498996480805
pc1,CECR3,-1.7490734811853926e-05
pc1,CEL,0.0002763338827644583
pc1,CELA1,-0.00027210607250439706
pc1,CELA3A,-5.074013623422328e-06
pc1,CELA3B,-4.657139408227867e-06
pc1,CELF1,0.0001226914485333392
pc1,CELF2,9.921837701153531e-06
pc1,CELF2-AS1,1.935935677824325e-05
pc1,CELF2-AS2,0.0
pc1,CELF3,-2.1810349742207274e-05
pc1,CELF4,-9.261465881557931e-05
pc1,CELF5,-0.00015371153491932528
pc1,CELSR1,-0.00026513904285484235
pc1,CELSR2,-0.00039283688801350147
pc1,CEMP1,-2.04021809441414e-05
pc1,CEND1,-3.103444833266675e-06
pc1,CENPB,-0.00059255056165002
pc1,CENPBD1,-0.00021433121328208544
pc1,CENPC,-0.00035342338746789664
pc1,CENPE,6.9962827880673095e-06
pc1,CENPF,0.0002467622348323377
pc1,CENPH,0.00020137850848724569
pc1,CENPI,-3.8653814699819384e-05
pc1,CENPJ,0.0007356086363307258
pc1,CENPK,-0.00022592637928152998
pc1,CENPL,8.062244733537244e-05
pc1,CENPM,-9.963350909406238e-05
pc1,CENPN,-0.0002748849481492985
pc1,CENPO,-0.00020121596257965718
pc1,CENPP,4.383382711225632e-05
pc1,CENPQ,-0.00020326348029578258
pc1,CENPT,-3.821383571834368e-05
pc1,CENPU,9.551989319599591e-06
pc1,CENPV,-0.0010556806490331953
pc1,CENPW,-0.0003079764511620619
pc1,CEP104,0.0001885134251151993
pc1,CEP120,0.00021864857535012355
pc1,CEP128,0.00017618534973327466
pc1,CEP135,-3.7946053056174246e-05
pc1,CEP152,0.0001443846178197274
pc1,CEP164,0.00031007724470997106
pc1,CEP170,0.0001808183052877163
pc1,CEP170B,-0.0001997230310520975
pc1,CEP19,0.00014219199004392668
pc1,CEP192,0.00015014916743558742
pc1,CEP250,-0.00020408422137159984
pc1,CEP290,0.00019627992996515848
pc1,CEP350,9.864491628750567e-05
pc1,CEP41,-0.0002656320850444131
pc1,CEP44,9.373500026433442e-05
pc1,CEP55,-0.0001040754230639755
pc1,CEP57,0.00031624113919029697
pc1,CEP57L1,-4.006280295931035e-05
pc1,CEP63,8.09657229524682e-05
pc1,CEP68,-0.00016190924867686896
pc1,CEP70,0.00067167161749201
pc1,CEP72,0.00010194983040111575
pc1,CEP76,-0.0004116081672078882
pc1,CEP78,8.237189969194951e-05
pc1,CEP85,0.00016855119184421466
pc1,CEP85L,0.00010986236127959958
pc1,CEP89,-0.00021221041706482623
pc1,CEP95,0.000192987164039933
pc1,CEP97,-0.00036657672796960384
pc1,CEPT1,8.139634193118956e-05
pc1,CERCAM,-0.00041951176324393834
pc1,CERK,-0.000401501118297979
pc1,CERS1,0.00024202924287334624
pc1,CERS2,-0.00012046849161968071
pc1,CERS3,2.7082125949638396e-05
pc1,CERS4,-9.890456265073789e-05
pc1,CERS5,-0.00042921260849770323
pc1,CERS6,0.00016571274205744133
pc1,CES1,0.0005906578310665632
pc1,CES4A,0.0005926558768562004
pc1,CES5A,0.0
pc1,CETN2,-9.768659020340047e-05
pc1,CETN3,-8.285305916279192e-05
pc1,CETP,-0.000999369494804642
pc1,CFD,0.00047303027644329885
pc1,CFH,-6.669724418512401e-05
pc1,CFHR3,0.0
pc1,CFHR4,0.0
pc1,CFHR5,0.0
pc1,CFI,-0.0002193443281401889
pc1,CFL1,-0.0002557877761282908
pc1,CFL2,-1.7274374446053914e-05
pc1,CFLAR-AS1,0.00013716874539773457
pc1,CFP,-0.00021414137708253894
pc1,CGA,-1.1692709221489829e-06
pc1,CGGBP1,-7.84479675427794e-05
pc1,CGN,-2.625834282522477e-06
pc1,CGNL1,6.271540050187002e-06
pc1,CGREF1,0.00026388897459580303
pc1,CGRRF1,-0.0005993087619225395
pc1,CH25H,8.094484217436054e-05
pc1,CHAC1,-3.5923018279904827e-05
pc1,CHAC2,-0.0001384884638687984
pc1,CHAD,-4.13675854698952e-06
pc1,CHADL,0.00024865002050812444
pc1,CHAF1A,-2.9550131727807454e-05
pc1,CHAMP1,1.143074014747557e-05
pc1,CHCHD1,-0.00019896484011994688
pc1,CHCHD10,0.0003943304520514426
pc1,CHCHD2,-0.00013545882329717038
pc1,CHCHD3,-0.00020555467040673503
pc1,CHCHD4,-5.030826328689265e-05
pc1,CHCHD6,8.592941716676847e-05
pc1,CHCHD7,-0.00018061164803604484
pc1,CHD1,-0.00017934351847872195
pc1,CHD3,0.0003744940873030178
pc1,CHD4,-0.00014149738432055512
pc1,CHD5,0.00028923113986271
pc1,CHD6,3.408432279414598e-05
pc1,CHD7,-0.000408535413999304
pc1,CHD8,-0.0001516847735357106
pc1,CHD9,0.0004399872513578285
pc1,CHDH,-0.0001570046010244009
pc1,CHEK2,8.058482182902134e-05
pc1,CHGA,1.7917570750824574e-06
pc1,CHGB,-0.00017210412157526013
pc1,CHI3L1,-0.000536693275480356
pc1,CHI3L2,0.00019574841532324372
pc1,CHIA,-1.3565936500815247e-06
pc1,CHIC1,0.00020322669547666504
pc1,CHIC2,-5.225841148792016e-05
pc1,CHID1,-0.0003966972055996587
pc1,CHIT1,7.741154696054495e-05
pc1,CHKA,0.0005729465497779527
pc1,CHL1,2.1635117074015435e-05
pc1,CHL1-AS1,-3.295898078498526e-06
pc1,CHM,-0.00031661553043721056
pc1,CHML,0.00037720667225738967
pc1,CHMP1A,-0.00025878238635134424
pc1,CHMP1B,-0.0005333760813951053
pc1,CHMP2A,-0.00012833206787841975
pc1,CHMP2B,-0.0004677851773296907
pc1,CHMP4B,-8.381484398659436e-05
pc1,CHMP4C,-5.049762823203639e-05
pc1,CHMP5,-3.557881364826498e-05
pc1,CHMP6,-5.261017789819028e-05
pc1,CHMP7,-0.00029573532352321325
pc1,CHN1,5.623320157519188e-05
pc1,CHN2,0.0005074170784106501
pc1,CHODL,-4.1520973396385457e-05
pc1,CHODL-AS1,3.4878684860788845e-06
pc1,CHORDC1,-0.00024281291238879645
pc1,CHP1,-0.0001275727298538849
pc1,CHP2,-5.728193894481497e-06
pc1,CHPF,0.00014400982210189232
pc1,CHPT1,-0.0008963510268743569
pc1,CHRAC1,-0.00014990383557559326
pc1,CHRD,-1.9904879520992394e-05
pc1,CHRDL1,-0.00010977941479132243
pc1,CHRDL2,-6.100057239173971e-05
pc1,CHRM1,6.541802710591684e-07
pc1,CHRM2,0.0
pc1,CHRM3,0.00027352764812052966
pc1,CHRM3-AS1,1.4616356673884927e-06
pc1,CHRM3-AS2,-0.0003226917883981734
pc1,CHRM4,-1.1568109937811984e-06
pc1,CHRM5,-6.0109133454778244e-05
pc1,CHRNA1,-7.643122626673926e-05
pc1,CHRNA2,2.737905397757841e-06
pc1,CHRNA3,1.6821007078310835e-05
pc1,CHRNA4,-2.3847117831181885e-06
pc1,CHRNA5,-0.00010094041648317914
