axis,gene,coefficient
ilr_stem_vs_committed,AC024257.1,0.0
ilr_stem_vs_committed,AC024475.1,0.00014050053258819205
ilr_stem_vs_committed,AC024560.3,1.386891131106116e-05
ilr_stem_vs_committed,AC024619.2,0.0
ilr_stem_vs_committed,AC024896.1,6.112177334581385e-05
ilr_stem_vs_committed,AC024908.1,0.0
ilr_stem_vs_committed,AC024940.1,0.0002406560647407726
ilr_stem_vs_committed,AC025166.1,1.2642295280132195e-05
ilr_stem_vs_committed,AC025175.1,-0.00011393364147309541
ilr_stem_vs_committed,AC025262.1,2.8530682882100073e-05
ilr_stem_vs_committed,AC025278.1,3.46495907103829e-06
ilr_stem_vs_committed,AC026167.1,-5.160849037961416e-07
ilr_stem_vs_committed,AC026202.3,-0.000389379494014493
ilr_stem_vs_committed,AC026320.1,6.884625805695364e-06
ilr_stem_vs_committed,AC026369.1,2.9131392181144367e-05
ilr_stem_vs_committed,AC026495.1,0.0
ilr_stem_vs_committed,AC026740.1,-5.505231179926032e-05
ilr_stem_vs_committed,AC026904.1,6.475220117147273e-06
ilr_stem_vs_committed,AC026992.1,-3.3346329656378064e-05
ilr_stem_vs_committed,AC027228.1,-1.5506825422963856e-05
ilr_stem_vs_committed,AC027281.1,3.1266565079779e-05
ilr_stem_vs_committed,AC027288.1,0.0
ilr_stem_vs_committed,AC027307.1,0.0001339212967128846
ilr_stem_vs_committed,AC027307.2,-0.00014377589360657766
ilr_stem_vs_committed,AC027307.3,0.00040618911515664664
ilr_stem_vs_committed,AC027309.1,6.475220117147273e-06
ilr_stem_vs_committed,AC027319.1,0.00020888820370233753
ilr_stem_vs_committed,AC027601.1,-3.7733502560553366e-05
ilr_stem_vs_committed,AC034187.1,1.8664761280454348e-05
ilr_stem_vs_committed,AC034228.3,0.0
ilr_stem_vs_committed,AC034229.1,-3.316869140739201e-05
ilr_stem_vs_committed,AC034236.2,0.00034092191182967253
