branch_label,ilr_stem_vs_committed,ilr_prog_vs_mature,ilr_gmp_vs_monodc,T_NK_given_known_z,Myeloid_APC_given_known_z,B_Plasma_given_known_z
B1,-5.228694832686552,-1.4162094250765669,-1.0802767369650654,-0.10321557989919466,1.8723865550283352,1.1357300512746102
B2,-0.04488419034691449,-0.3455250270122061,-0.3775626081864109,-0.4016862977105474,0.481925518391021,-0.2523262261732667
B3,0.644908818295095,2.234455981169799,2.5737102538122736,0.6227515645538025,-0.9985591178811412,0.007990612072409016
