branch_label,ilr_stem_vs_committed,ilr_prog_vs_mature,ilr_gmp_vs_monodc,T_NK_given_known_z,Myeloid_APC_given_known_z,B_Plasma_given_known_z
B1,1.1618409087080894,0.9989763483288029,0.995071951204119,0.4727528044301097,1.7220272869766586,2.091404483833828
B2,0.5411185280567464,0.5022318103829696,0.49199273448878617,0.16328769283636385,0.591452548118939,0.5541072119020672
B3,1.6709359764922174,1.4879392772028337,1.8483818994092918,1.1251405901385363,0.13033232872701256,1.0651862272323906
