leiden,rank,gene,score,logfoldchange,pvals_adj
21,2,LYZ,35.07179641723633,8.651693344116211,3.042999052054964e-265
21,3,S100A6,34.92936325073242,5.324878215789795,2.979009745560128e-263
21,4,CST3,34.87930679321289,6.572512626647949,1.28398893352356e-262
21,5,FTH1,34.213401794433594,3.569000720977783,1.0250166826481492e-252
21,6,TYROBP,34.186431884765625,6.936997890472412,2.1501340149189307e-252
21,7,UPP1,34.00067901611328,6.487097263336182,1.043002353987064e-249
21,8,LAPTM5,33.399444580078125,3.7771854400634766,5.854947145717516e-241
21,9,SAT1,31.810211181640625,3.877511739730835,1.7426619905778835e-218
21,10,COTL1,31.765478134155273,4.533267974853516,6.510506532975298e-218
21,11,CSTA,31.679546356201172,7.521045684814453,9.063396040012868e-217
21,12,SRGN,31.636653900146484,4.337690353393555,3.234422659533605e-216
