analysis,response,n_samples,loo_rmse,loo_r2,loo_corr,median_alpha_across_outer_folds
full19,ilr_stem_vs_committed,19,2.1224572628264826,-0.1232944960436646,0.2809811014489719,0.15848931924611143
full19,ilr_prog_vs_mature,19,1.775245756063121,-0.1492556930532032,-0.8781854397235802,10000.0
full19,ilr_gmp_vs_monodc,19,2.228313626934213,-0.4269390438728964,-0.23627418893942967,12.589254117941687
full19,log_aux_erybaso,19,1.9291630116279073,-0.1439141284949348,0.23479403329398194,0.31622776601683794
full19,log_aux_clp,19,1.8683974308224685,-0.1284896538620075,-0.9780098005256803,10000.0
