,ilr_stem_vs_committed,ilr_prog_vs_mature,ilr_gmp_vs_monodc,log_aux_erybaso,log_aux_clp
ilr_stem_vs_committed,1.6330141002414749,1.0206017604872033,1.0842566023123332,0.6258408594863769,1.2230221719033478
ilr_prog_vs_mature,1.0206017604872033,2.893213395026814,2.476371457468485,0.7995914423760255,0.258971636697237
ilr_gmp_vs_monodc,1.0842566023123332,2.476371457468485,2.4981317878877976,0.8450421621720258,0.34229900290021165
log_aux_erybaso,0.6258408594863769,0.7995914423760255,0.8450421621720258,1.0254702767477872,-0.17703147190878873
log_aux_clp,1.2230221719033478,0.258971636697237,0.34229900290021165,-0.17703147190878873,3.2646128256615796
