sample_id,gsm,sample,timepoint,CD4.Naive,B.Cell,CD4.Memory,CD8.Memory,NK,Late.Erythrocyte,CD8.Naive,CD8.Effector,Pre.B.Cell,Early.Erythrocyte,GMP,Plasma,pDC,CLP,HSC,Progenitor,Unknown,Monocytes,CD16.Monocytes,cDC,Early.Basophil
AML10_REL,GSM7494293,AML10,REL,0.0711743772241993,0.11743772241992882,0.07473309608540925,0.08540925266903915,0.042704626334519574,0.31316725978647686,0.0,0.010676156583629894,0.010676156583629894,0.18861209964412812,0.06405693950177936,0.0,0.0,0.014234875444839857,0.0,0.0,0.0,0.0,0.0,0.0035587188612099642,0.0035587188612099642
AML10_REM,GSM7494294,AML10,REM,0.0679035250463822,0.0,0.03784786641929499,0.01818181818181818,0.016697588126159554,0.3235621521335807,0.01855287569573284,0.010018552875695733,0.0018552875695732839,0.13432282003710574,0.02671614100185529,0.0,0.022263450834879406,0.01261595547309833,0.010760667903525046,0.009647495361781076,0.001484230055658627,0.2597402597402597,0.012244897959183673,0.014842300556586271,0.0007421150278293135
AML11_DX,GSM7494295,AML11,DX,0.40629213483146065,0.05528089887640449,0.14337078651685392,0.024269662921348314,0.02292134831460674,0.10337078651685393,0.17303370786516853,0.019325842696629212,0.013932584269662922,0.003146067415730337,0.0,0.0,0.0,0.017977528089887642,0.004943820224719101,0.002696629213483146,0.003146067415730337,0.006292134831460674,0.0,0.0,0.0
AML11_REL,GSM7494296,AML11,REL,0.6380220835333653,0.09565530484877581,0.07033125300048007,0.07261161785885742,0.021483437349975997,0.0,0.06517042726836293,0.017042726836293806,0.005640902544407105,0.00012001920307249159,0.00024003840614498319,0.008281325012001921,0.00024003840614498319,0.0025204032645223234,0.0,0.0013202112337974076,0.00048007681228996637,0.0003600576092174748,0.0003600576092174748,0.00012001920307249159,0.0
AML11_REM,GSM7494297,AML11,REM,0.03819004524886878,0.0,0.1453393665158371,0.0036199095022624436,0.0448868778280543,0.0021719457013574662,0.005972850678733032,0.004524886877828055,0.001990950226244344,0.025158371040723982,0.003076923076923077,0.0,0.019909502262443438,0.008506787330316743,0.07438914027149321,0.01248868778280543,0.007601809954751132,0.502262443438914,0.04542986425339367,0.05176470588235294,0.0027149321266968325
AML4_DX,GSM7494298,AML4,DX,0.41811175337186895,0.43545279383429675,0.05973025048169557,0.011560693641618497,0.017341040462427744,0.011560693641618497,0.028901734104046242,0.011560693641618497,0.0038535645472061657,0.0019267822736030828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AML4_REL,GSM7494299,AML4,REL,0.13921901528013583,0.4770797962648557,0.059422750424448216,0.03735144312393888,0.05602716468590832,0.09168081494057725,0.04584040747028863,0.003395585738539898,0.011884550084889643,0.0050933786078098476,0.0,0.0,0.001697792869269949,0.001697792869269949,0.001697792869269949,0.0,0.0,0.003395585738539898,0.06451612903225806,0.0,0.0
AML22_DX,GSM7494300,AML22,DX,0.45787545787545786,0.08974358974358974,0.1391941391941392,0.054945054945054944,0.04212454212454213,0.04945054945054945,0.05311355311355311,0.03296703296703297,0.0,0.003663003663003663,0.01098901098901099,0.0,0.0,0.0,0.01098901098901099,0.04945054945054945,0.0,0.0018315018315018315,0.0,0.0,0.003663003663003663
AML22_REL,GSM7494301,AML22,REL,0.2597984322508399,0.19036954087346025,0.1019036954087346,0.11198208286674133,0.12989921612541994,0.006718924972004479,0.04927211646136618,0.0671892497200448,0.005599104143337066,0.0011198208286674132,0.005599104143337066,0.008958566629339306,0.0,0.0011198208286674132,0.0033594624860022394,0.04703247480403135,0.0011198208286674132,0.0033594624860022394,0.005599104143337066,0.0,0.0
AML22_REM,GSM7494302,AML22,REM,0.09706173654671509,0.00462198745460548,0.03334433806536811,0.00957411687025421,0.019808517662594914,0.16606140640475403,0.0075932651039947174,0.011224826675470452,0.01617695609111918,0.006602839220864972,0.09111918124793661,0.0,0.04225817101353582,0.05348299768900627,0.02575107296137339,0.050181578078573784,0.0036315615714757345,0.29844833278309674,0.027401782766589635,0.03334433806536811,0.00231099372730274
