sample_id,gsm,sample,timepoint,GMP,HSC,Progenitor,Early.Erythrocyte,CD4.Naive,B.Cell,Monocytes,CD4.Memory,CD8.Memory,Early.Basophil,NK,Late.Erythrocyte,CD8.Naive,CD8.Effector,CLP,CD16.Monocytes,Pre.B.Cell,cDC,Plasma,Unknown,pDC
AML11_REL,GSM7494296,AML11,REL,0.0010759115361625821,0.00011954572624028691,0.0031081888822474596,0.00011954572624028691,0.6356246264196055,0.09527794381350867,0.0007172743574417215,0.07005379557680813,0.07232516437537358,0.0005977286312014345,0.021398684997011357,0.0,0.0649133293484758,0.01697549312612074,0.002630005977286312,0.00035863717872086073,0.005618649133293485,0.00011954572624028691,0.008248655110579798,0.00047818290496114764,0.00023909145248057382
AML11_REM,GSM7494297,AML11,REM,0.003076923076923077,0.07438914027149321,0.01248868778280543,0.025158371040723982,0.03819004524886878,0.0,0.502262443438914,0.1453393665158371,0.0036199095022624436,0.0027149321266968325,0.0448868778280543,0.0021719457013574662,0.005972850678733032,0.004524886877828055,0.008506787330316743,0.04542986425339367,0.001990950226244344,0.05176470588235294,0.0,0.007601809954751132,0.019909502262443438
AML4_DX,GSM7494298,AML4,DX,0.17184527584020293,0.14542380046501796,0.20651025153244557,0.010145846544071021,0.04755865567533291,0.04777002747833439,0.2859860494610019,0.009088987529063623,0.0014796026210103573,0.0006341154090044388,0.0019023462270133164,0.0012682308180088776,0.0031705770450221942,0.0025364616360177552,0.029380680617205664,0.016909744240118367,0.006763897696047347,0.00549566687803847,0.0002113718030014796,0.0014796026210103573,0.004438807863031071
AML4_REL,GSM7494299,AML4,REL,0.06692913385826772,0.09609878310665712,0.4609878310665712,0.004473872584108805,0.015211166785969935,0.050465282748747314,0.0041159627773801,0.006263421617752327,0.0041159627773801,0.00035790980672870435,0.006084466714387974,0.009663564781675018,0.004831782390837509,0.0005368647100930566,0.21564065855404438,0.006979241231209735,0.03364352183249821,0.0017895490336435219,0.0,0.0,0.011811023622047244
AML22_DX,GSM7494300,AML22,DX,0.07721567135793077,0.1797895270698618,0.5625713198934956,0.054646887282870545,0.03410675795613034,0.006212755166730062,0.00012679092177000128,0.018511474578420187,0.003803727653100038,0.0502092050209205,0.002916191200710029,0.0035501458095600355,0.003676936731330037,0.002282236591860023,0.0003803727653100038,0.0,0.0,0.0,0.0,0.0,0.0
AML22_REL,GSM7494301,AML22,REL,0.019719070772555376,0.051323608860075635,0.6839546191247974,0.009184224743381956,0.06428957320367369,0.045921123716909776,0.0008103727714748784,0.024581307401404646,0.02701242571582928,0.0021609940572663426,0.031334413830361965,0.0016207455429497568,0.011885467314964884,0.01620745542949757,0.002971366828741221,0.001350621285791464,0.0032414910858995136,0.0,0.0021609940572663426,0.0002701242571582928,0.0
AML22_REM,GSM7494302,AML22,REM,0.09111918124793661,0.02575107296137339,0.050181578078573784,0.006602839220864972,0.09706173654671509,0.00462198745460548,0.29844833278309674,0.03334433806536811,0.00957411687025421,0.00231099372730274,0.019808517662594914,0.16606140640475403,0.0075932651039947174,0.011224826675470452,0.05348299768900627,0.027401782766589635,0.01617695609111918,0.03334433806536811,0.0,0.0036315615714757345,0.04225817101353582
AML21_DX,GSM7494303,AML21,DX,0.10218428320361536,0.29349736379613356,0.0690434345970374,0.07632437860908863,0.060507155410494604,0.024855636454933466,0.23474767762992718,0.013055485814712529,0.008787346221441126,0.0035149384885764497,0.005272407732864675,0.02786844087371328,0.003263871453678132,0.004017072558373086,0.012302284710017574,0.00025106703489831785,0.0037660055234747677,0.047953803665578706,0.0,0.0012553351744915891,0.007532011046949535
AML21_REL,GSM7494304,AML21,REL,0.159375,0.2822265625,0.223046875,0.0296875,0.0072265625,0.000390625,0.1513671875,0.005859375,0.01171875,0.0005859375,0.03125,0.008203125,0.001171875,0.004296875,0.0185546875,0.0330078125,0.0115234375,0.0140625,0.0,0.0025390625,0.00390625
AML21_REM,GSM7494305,AML21,REM,0.08175355450236967,0.15165876777251186,0.11255924170616113,0.05173775671406003,0.08925750394944708,0.00039494470774091627,0.09636650868878358,0.030015797788309637,0.01263823064770932,0.002764612954186414,0.00315955766192733,0.32306477093206953,0.011453396524486572,0.006714060031595577,0.012243285939968405,0.00039494470774091627,0.007898894154818325,0.0035545023696682463,0.0,0.00039494470774091627,0.0019747235387045812
AML24_DX,GSM7494306,AML24,DX,0.27660183066361554,0.2811784897025172,0.10955377574370709,0.03318077803203661,0.013729977116704805,0.008152173913043478,0.16018306636155608,0.006578947368421052,0.006006864988558352,0.004290617848970252,0.005005720823798627,0.015017162471395881,0.0015732265446224256,0.006864988558352402,0.013729977116704805,0.0011441647597254005,0.0005720823798627002,0.04891304347826087,0.0010011441647597254,0.002145308924485126,0.004576659038901602
AML24_REL,GSM7494307,AML24,REL,0.014394580863674851,0.04149026248941575,0.15071972904318373,0.04657070279424217,0.07959356477561388,0.09398814563928874,0.08721422523285352,0.011854360711261643,0.010160880609652836,0.003386960203217612,0.08806096528365792,0.23539373412362405,0.001693480101608806,0.001693480101608806,0.026248941574936496,0.02286198137171888,0.08128704487722269,0.001693480101608806,0.0,0.0,0.001693480101608806
